team,scorer,goals_total,op_goals_w,pen_goals_w,matches_w,op_rate,pen_rate,last_date
Iran,Mehdi Monajati,1,0.0,0.0,42.0,0.0,0.0,1973-05-11
Iran,Akbar Kargarjam,1,0.0,0.0,42.0,0.0,0.0,1973-05-08
North Korea,Kim Jong-Min,1,0.0,0.0,17.6,0.0,0.0,1973-05-06
Romania,Teodor Țarălungă,1,0.0,0.0,38.6,0.0,0.0,1973-05-06
Albania,Sabah Bizi,1,0.0,0.0,37.6,0.0,0.0,1973-05-06
Iran,Gholam Vafakhah,1,0.0,0.0,42.0,0.0,0.0,1973-05-06
Syria,Nabil Nano,1,0.0,0.0,38.4,0.0,0.0,1973-05-04
Mexico,Javier Valdivia,3,0.0,0.0,63.7,0.0,0.0,1970-06-07
Portugal,Fernando Peres,2,0.0,0.0,47.0,0.0,0.0,1971-11-21
Denmark,Ole Bjørnmose,1,0.0,0.0,41.0,0.0,0.0,1973-05-02
Zambia,Burton Mugala,1,0.0,0.0,37.2,0.0,0.0,1973-04-15
Ethiopia,Kassahun Teka,1,0.0,0.0,27.0,0.0,0.0,1973-04-15
Zambia,Boniface Simutowe,1,0.0,0.0,37.2,0.0,0.0,1973-04-15
Wales,Trevor Hockey,1,0.0,0.0,37.5,0.0,0.0,1973-03-28
Iraq,Douglas Aziz,1,0.0,0.0,51.5,0.0,0.0,1973-03-21
Iraq,Salah Obeid,1,0.0,0.0,51.5,0.0,0.0,1973-03-21
Australia,Doug Utjesenovic,1,0.0,0.0,41.1,0.0,0.0,1973-03-16
New Zealand,Dennis Tindall,1,0.0,0.0,32.7,0.0,0.0,1973-03-16
Iraq,Bashar Rashid,1,0.0,0.0,51.5,0.0,0.0,1973-03-13
Finland,Arto Tolsa,3,0.0,0.0,38.2,0.0,0.0,1969-06-25
Algeria,Mokhtar Kalem,2,0.0,0.0,53.4,0.0,0.0,1972-03-02
DR Congo,Kamunda Tshinabu,1,0.0,0.0,44.0,0.0,0.0,1973-02-27
Tunisia,Abdesselam Adhouma,1,0.0,0.0,52.8,0.0,0.0,1973-02-25
Vanuatu,Charles Galinie,1,0.0,0.0,18.1,0.0,0.0,1973-02-24
New Caledonia,Gerald Delmas,1,0.0,0.0,14.3,0.0,0.0,1973-02-24
Tahiti,Roland de Marigny,1,0.0,0.0,12.1,0.0,0.0,1973-02-23
Vanuatu,Raymond Valette,1,0.0,0.0,18.1,0.0,0.0,1973-02-23
Tahiti,Gilles Malinowski,1,0.0,0.0,12.1,0.0,0.0,1973-02-23
Tahiti,Claude Carrara,1,0.0,0.0,12.1,0.0,0.0,1973-02-23
Tahiti,Harold Ng Fok,1,0.0,0.0,12.1,0.0,0.0,1973-02-23
New Zealand,Brian Hardman,1,0.0,0.0,32.7,0.0,0.0,1973-02-23
Netherlands,Wim Suurbier,3,0.0,0.0,45.5,0.0,0.0,1971-02-24
New Zealand,Colin Latimour,1,0.0,0.0,32.7,0.0,0.0,1973-02-21
Fiji,Josateki Kurivitu,1,0.0,0.0,23.2,0.0,0.0,1973-02-21
Vanuatu,Alick Saurei,1,0.0,0.0,18.1,0.0,0.0,1973-02-21
Spain,Juan Cruz Sol,1,0.0,0.0,47.3,0.0,0.0,1973-02-21
Vanuatu,Jacky Valette,1,0.0,0.0,18.1,0.0,0.0,1973-02-21
Vanuatu,Michael Dupuy,1,0.0,0.0,18.1,0.0,0.0,1973-02-18
New Caledonia,Pierre Wacapo,1,0.0,0.0,14.3,0.0,0.0,1973-02-18
New Caledonia,Roger Mandin,1,0.0,0.0,14.3,0.0,0.0,1973-02-17
Tahiti,Alexis Tumahai,1,0.0,0.0,12.1,0.0,0.0,1973-02-17
Fiji,Terio Vakatawa,1,0.0,0.0,23.2,0.0,0.0,1973-02-17
New Zealand,Geoff Brand,1,0.0,0.0,32.7,0.0,0.0,1973-02-17
Colombia,Hermenegildo Segrera,4,0.0,0.0,45.0,0.0,0.0,1969-08-24
Cyprus,Kokos Antoniou,1,0.0,0.0,35.3,0.0,0.0,1973-02-14
Ethiopia,Luciano Vassallo,7,0.0,0.0,27.0,0.0,0.0,1968-01-19
Hungary,Kálmán Mészöly,6,0.0,0.0,38.7,0.0,0.0,1967-05-10
Bulgaria,Nikola Kotkov,6,0.0,0.0,35.6,0.0,0.0,1968-04-06
Scotland,Denis Law,7,0.0,0.0,41.1,0.0,0.0,1968-11-06
Finland,Juhani Peltonen,6,0.0,0.0,38.2,0.0,0.0,1967-09-24
Republic of Ireland,Eamonn Rogers,2,0.0,0.0,37.6,0.0,0.0,1971-05-30
Mauritius,Anwar Jackaria,1,0.0,0.0,21.5,0.0,0.0,1972-12-17
Turkey,Köksal Mesçi,1,0.0,0.0,43.9,0.0,0.0,1972-12-10
Kenya,John Shore,1,0.0,0.0,30.5,0.0,0.0,1972-12-10
Argentina,Rafael Albrecht,3,0.0,0.0,46.5,0.0,0.0,1969-08-31
Senegal,Louis Gomis Diop,1,0.0,0.0,51.4,0.0,0.0,1972-12-03
Tanzania,Nassoro Mashoto,1,0.0,0.0,36.1,0.0,0.0,1972-11-25
Ethiopia,Tekeste Gebremedhin,1,0.0,0.0,27.0,0.0,0.0,1972-11-25
France,Jean-Michel Larqué,1,0.0,0.0,47.7,0.0,0.0,1972-11-15
Wales,Alan Durban,2,0.0,0.0,37.5,0.0,0.0,1971-10-13
DR Congo,Léon Mungamuni,3,0.0,0.0,44.0,0.0,0.0,1970-02-09
United States,Peter Millar,3,0.0,0.0,57.9,0.0,0.0,1968-11-02
Scotland,Lou Macari,1,0.0,0.0,41.1,0.0,0.0,1972-10-18
Scotland,Jimmy Bone,1,0.0,0.0,41.1,0.0,0.0,1972-10-18
Scotland,Willie Morgan,1,0.0,0.0,41.1,0.0,0.0,1972-10-18
Sudan,Babiker Santo,3,0.0,0.0,35.2,0.0,0.0,1968-11-08
Zambia,Emment Kapengwe,3,0.0,0.0,37.2,0.0,0.0,1968-11-08
United States,Willy Roy,3,0.0,0.0,57.9,0.0,0.0,1968-11-11
Austria,Franz Hasil,1,0.0,0.0,41.4,0.0,0.0,1972-10-15
Sweden,Dag Szepanski,1,0.0,0.0,43.6,0.0,0.0,1972-10-15
France,Georges Bereta,1,0.0,0.0,47.7,0.0,0.0,1972-10-13
Mexico,Isidoro Díaz,10,0.0,0.0,63.7,0.0,0.0,1965-05-07
Romania,Constantin Frățilă,5,0.0,0.0,38.6,0.0,0.0,1966-12-03
Sweden,Leif Eriksson,4,0.0,0.0,43.6,0.0,0.0,1969-06-19
Russia,Vitaliy Khmelnytskyi,2,0.0,0.0,31.3,0.0,0.0,1970-06-06
Germany,Reinhard Libuda,2,0.0,0.0,46.1,0.0,0.0,1970-06-07
Sudan,Muhamad El-Basheer El-Asyad,2,0.0,0.0,35.2,0.0,0.0,1970-02-14
Congo,Noël Minga,1,0.0,0.0,18.2,0.0,0.0,1972-08-15
Nigeria,Sunday Oyarekhua,1,0.0,0.0,48.4,0.0,0.0,1972-08-15
Ivory Coast,Diomandé Losseni,2,0.0,0.0,46.1,0.0,0.0,1970-02-14
Cameroon,Jean-Marie Tsébo,2,0.0,0.0,40.1,0.0,0.0,1970-02-10
Belgium,Johnny Thio,5,0.0,0.0,44.8,0.0,0.0,1967-11-22
Cameroon,Emmanuel Koum,2,0.0,0.0,40.1,0.0,0.0,1970-02-06
Paraguay,Celino Mora,5,0.0,0.0,39.1,0.0,0.0,1967-02-01
Iceland,Örn Óskarsson,1,0.0,0.0,42.1,0.0,0.0,1972-08-03
Norway,Jan Fuglset,1,0.0,0.0,39.1,0.0,0.0,1972-08-03
Peru,Pedro Pablo León,6,0.0,0.0,40.0,0.0,0.0,1969-08-03
Sudan,Ezzeldin Osman,1,0.0,0.0,35.2,0.0,0.0,1972-07-23
Peru,Roberto Challe,2,0.0,0.0,40.0,0.0,0.0,1970-06-06
Kenya,Daniel Anyanzwa,1,0.0,0.0,30.5,0.0,0.0,1972-07-16
El Salvador,Juan Francisco Barraza,4,0.0,0.0,44.1,0.0,0.0,1968-12-15
Benin,Damien Kamilou,1,0.0,0.0,33.0,0.0,0.0,1972-07-02
Ghana,Clifford Odame,1,0.0,0.0,41.0,0.0,0.0,1972-07-02
Scotland,Bobby Murdoch,3,0.0,0.0,41.1,0.0,0.0,1969-04-16
Ghana,Joseph Ghartey,1,0.0,0.0,41.0,0.0,0.0,1972-06-18
Hungary,Lajos Kű,1,0.0,0.0,38.7,0.0,0.0,1972-06-17
Austria,Peter Pumm,1,0.0,0.0,41.4,0.0,0.0,1972-06-10
El Salvador,Mauricio Ernesto González,6,0.0,0.0,44.1,0.0,0.0,1968-12-22
Portugal,Jacinto João,2,0.0,0.0,47.0,0.0,0.0,1970-10-14
Curaçao,Martijn,2,0.0,0.0,33.6,0.0,0.0,1969-12-06
Lesotho,Ramoseli Thietsi,1,0.0,0.0,30.0,0.0,0.0,1972-06-04
Curaçao,Carlos Regales,2,0.0,0.0,33.6,0.0,0.0,1969-12-06
Curaçao,Melvin Loefstok,2,0.0,0.0,33.6,0.0,0.0,1969-12-02
Trinidad and Tobago,Ulrich Haynes,2,0.0,0.0,43.4,0.0,0.0,1969-12-02
Guatemala,Marco Fión,2,0.0,0.0,43.3,0.0,0.0,1969-12-02
Guatemala,Daniel Salamanca,2,0.0,0.0,43.3,0.0,0.0,1969-11-29
Costa Rica,Jaime Grant,2,0.0,0.0,49.0,0.0,0.0,1969-11-30
Zimbabwe,Bobby Chalmers,2,0.0,0.0,30.5,0.0,0.0,1969-11-29
Costa Rica,Álvaro Cascante,2,0.0,0.0,49.0,0.0,0.0,1969-11-27
Belgium,Frans Janssens,1,0.0,0.0,44.8,0.0,0.0,1972-05-22
Belgium,Jean Dockx,1,0.0,0.0,44.8,0.0,0.0,1972-05-22
Australia,Johnny Watkiss,2,0.0,0.0,41.1,0.0,0.0,1969-12-14
Cambodia,Sea Cheng Eang,1,0.0,0.0,26.2,0.0,0.0,1972-05-14
Cambodia,Sok Sun Hean,1,0.0,0.0,26.2,0.0,0.0,1972-05-14
Cambodia,Tes Sean,1,0.0,0.0,26.2,0.0,0.0,1972-05-14
Russia,Eduard Kozynkevych,1,0.0,0.0,31.3,0.0,0.0,1972-05-13
Kuwait,Mohammad Sultan,1,0.0,0.0,39.8,0.0,0.0,1972-05-12
Thailand,Supakit Meelarpkit,1,0.0,0.0,45.2,0.0,0.0,1972-05-11
Iraq,Ammo Yousif,1,0.0,0.0,51.5,0.0,0.0,1972-05-11
South Korea,Park Su-deok,1,0.0,0.0,47.9,0.0,0.0,1972-05-10
South Korea,Lee Hoi-taek,1,0.0,0.0,47.9,0.0,0.0,1972-05-10
Portugal,Chico Faria,1,0.0,0.0,47.0,0.0,0.0,1972-05-10
Kuwait,Jawad Khalaf,1,0.0,0.0,39.8,0.0,0.0,1972-05-08
Kuwait,Fayez Marzouq,1,0.0,0.0,39.8,0.0,0.0,1972-05-08
Hungary,István Juhász,1,0.0,0.0,38.7,0.0,0.0,1972-05-06
France,Jean-Claude Bras,2,0.0,0.0,47.7,0.0,0.0,1969-11-01
Israel,Moshe Romano,3,0.0,0.0,32.0,0.0,0.0,1968-05-17
Austria,Norbert Hof,1,0.0,0.0,41.4,0.0,0.0,1972-04-30
Romania,Lajos Sătmăreanu,1,0.0,0.0,38.6,0.0,0.0,1972-04-29
Portugal,José Augusto de Almeida,4,0.0,0.0,47.0,0.0,0.0,1968-12-11
Russia,Givi Nodia,2,0.0,0.0,31.3,0.0,0.0,1969-10-22
South Korea,Jeong Gang-Ji,2,0.0,0.0,47.9,0.0,0.0,1969-10-18
South Korea,Park Soo-Il,2,0.0,0.0,47.9,0.0,0.0,1969-10-20
Nigeria,Mohammed Lawal,2,0.0,0.0,48.4,0.0,0.0,1969-11-08
Japan,Teruki Miyamoto,2,0.0,0.0,46.4,0.0,0.0,1969-10-16
Guatemala,Hugo Peña,6,0.0,0.0,43.3,0.0,0.0,1967-03-19
Morocco,Mohammed El Filali,2,0.0,0.0,57.3,0.0,0.0,1969-10-26
Russia,Yozhef Sabo,4,0.0,0.0,31.3,0.0,0.0,1967-09-06
Israel,Yehoshua Feigenbaum,2,0.0,0.0,32.0,0.0,0.0,1969-09-28
Portugal,Artur Jorge,1,0.0,0.0,47.0,0.0,0.0,1972-03-29
Albania,Panajot Pano,2,0.0,0.0,37.6,0.0,0.0,1971-11-14
Sudan,Nasr El-Din Abbas,2,0.0,0.0,35.2,0.0,0.0,1969-10-03
Guinea,Smith Samuel,1,0.0,0.0,34.4,0.0,0.0,1972-03-12
Guinea,Maxime Camara,1,0.0,0.0,34.4,0.0,0.0,1972-03-12
Belgium,Jacques Stockman,5,0.0,0.0,44.8,0.0,0.0,1967-03-19
Luxembourg,Johny Léonard,3,0.0,0.0,34.0,0.0,0.0,1969-04-23
Mali,Moussa Diakhité,1,0.0,0.0,36.8,0.0,0.0,1972-03-05
Mali,Moussa Traoré,1,0.0,0.0,36.8,0.0,0.0,1972-03-05
Cameroon,Jean-Paul Akono,1,0.0,0.0,40.1,0.0,0.0,1972-03-04
Cameroon,Philippe Michel Mouthé,1,0.0,0.0,40.1,0.0,0.0,1972-03-04
DR Congo,Gary Ngassebe,1,0.0,0.0,44.0,0.0,0.0,1972-03-02
Sudan,Kamal Abdel Wahab,1,0.0,0.0,35.2,0.0,0.0,1972-02-29
Cameroon,François N'Doumbé,1,0.0,0.0,40.1,0.0,0.0,1972-02-28
Sudan,Bushara Abdel-Nadief,1,0.0,0.0,35.2,0.0,0.0,1972-02-27
Kenya,Daniel Arudhi Nicodémus,1,0.0,0.0,30.5,0.0,0.0,1972-02-26
Cameroon,Simo Emmanuel Mvé,1,0.0,0.0,40.1,0.0,0.0,1972-02-26
Cameroon,Joseph Yegba Maya,1,0.0,0.0,40.1,0.0,0.0,1972-02-26
Mali,Bakary Traoré,1,0.0,0.0,36.8,0.0,0.0,1972-02-24
Togo,Covi Adé,1,0.0,0.0,27.6,0.0,0.0,1972-02-24
Kenya,Jonathan Niva,1,0.0,0.0,30.5,0.0,0.0,1972-02-23
Brazil,Eduardo Antunes Coimbra,2,0.0,0.0,45.1,0.0,0.0,1969-08-21
El Salvador,Elmer Acevedo,2,0.0,0.0,44.1,0.0,0.0,1969-09-21
Bolivia,Raúl Alvarez,2,0.0,0.0,40.6,0.0,0.0,1969-08-10
Chile,Adolfo Olivares,2,0.0,0.0,40.1,0.0,0.0,1969-08-03
Colombia,Jaime González,2,0.0,0.0,45.0,0.0,0.0,1969-07-27
Uruguay,Jorge Oyarbide,4,0.0,0.0,43.2,0.0,0.0,1967-01-26
Algeria,Hacène Lalmas,3,0.0,0.0,53.4,0.0,0.0,1968-01-14
North Korea,Pak Seung-zin,5,0.0,0.0,17.6,0.0,0.0,1966-07-23
Poland,Zygfryd Szołtysik,2,0.0,0.0,40.6,0.0,0.0,1970-10-14
Trinidad and Tobago,Aubert Philips,1,0.0,0.0,43.4,0.0,0.0,1971-12-05
Costa Rica,Emilio Valle,1,0.0,0.0,49.0,0.0,0.0,1971-12-05
Portugal,José Augusto Torres,4,0.0,0.0,47.0,0.0,0.0,1967-11-12
Haiti,Jean-Claude Desir,1,0.0,0.0,35.3,0.0,0.0,1971-12-01
Honduras,Arnulfo Echeverría,1,0.0,0.0,43.8,0.0,0.0,1971-12-01
Cuba,José Luis Elejalde,1,0.0,0.0,29.0,0.0,0.0,1971-11-30
Trinidad and Tobago,Clibert Lennard,1,0.0,0.0,43.4,0.0,0.0,1971-11-30
Cuba,Dagoberto Lara,1,0.0,0.0,29.0,0.0,0.0,1971-11-30
Haiti,Claude Barthelemy,1,0.0,0.0,35.3,0.0,0.0,1971-11-28
Honduras,Oscar Hernandez,1,0.0,0.0,43.8,0.0,0.0,1971-11-27
Costa Rica,Hernán Morales,1,0.0,0.0,49.0,0.0,0.0,1971-11-27
Mexico,José Alfredo Jiménez,1,0.0,0.0,63.7,0.0,0.0,1971-11-26
Spain,Francisco Javier Aguilar García,1,0.0,0.0,47.3,0.0,0.0,1971-11-24
Spain,Enrique Lora,1,0.0,0.0,47.3,0.0,0.0,1971-11-24
Cuba,Francisco Piedra,1,0.0,0.0,29.0,0.0,0.0,1971-11-23
Cuba,Andrés Roldán,1,0.0,0.0,29.0,0.0,0.0,1971-11-23
Honduras,Jorge Brand,1,0.0,0.0,43.8,0.0,0.0,1971-11-23
Cuba,José Verdecia,1,0.0,0.0,29.0,0.0,0.0,1971-11-23
Honduras,Miguel Ángel Matamoros,1,0.0,0.0,43.8,0.0,0.0,1971-11-21
Austria,Robert Sara,1,0.0,0.0,41.4,0.0,0.0,1971-11-20
Costa Rica,Alfonso Estupiñán,1,0.0,0.0,49.0,0.0,0.0,1971-11-20
Netherlands,Oeki Hoekema,1,0.0,0.0,45.5,0.0,0.0,1971-11-17
Austria,Helmut Siber,3,0.0,0.0,41.4,0.0,0.0,1968-05-19
England,Mike Summerbee,1,0.0,0.0,47.5,0.0,0.0,1971-11-10
Mexico,José Luis González Dávila,3,0.0,0.0,63.7,0.0,0.0,1970-06-14
Russia,Valentin Kozmich Ivanov,11,0.0,0.0,31.3,0.0,0.0,1965-05-30
Switzerland,Georges Vuilleumier,2,0.0,0.0,45.1,0.0,0.0,1969-04-16
Switzerland,Daniel Jeandupeux,1,0.0,0.0,45.1,0.0,0.0,1971-10-13
Hungary,Péter Juhász,1,0.0,0.0,38.7,0.0,0.0,1971-09-25
Paraguay,Juan Carlos Rojas,4,0.0,0.0,39.1,0.0,0.0,1967-02-01
Poland,Janusz Żmijewski,3,0.0,0.0,40.6,0.0,0.0,1967-10-08
El Salvador,José Quintanilla,2,0.0,0.0,44.1,0.0,0.0,1969-06-27
Venezuela,Rafael Santana,4,0.0,0.0,37.3,0.0,0.0,1967-02-01
Russia,Volodymyr Muntyan,1,0.0,0.0,31.3,0.0,0.0,1971-09-22
Turkey,Nihat Yayöz,1,0.0,0.0,43.9,0.0,0.0,1971-09-22
Austria,Leopold Grausam,3,0.0,0.0,41.4,0.0,0.0,1967-10-15
Uruguay,José Urruzmendi,4,0.0,0.0,43.2,0.0,0.0,1967-01-29
France,Jacques Vergnes,1,0.0,0.0,47.7,0.0,0.0,1971-09-08
Turkey,Ogün Altıparmak,3,0.0,0.0,43.9,0.0,0.0,1968-10-23
Nigeria,Olumuyiwa Oshode,2,0.0,0.0,48.4,0.0,0.0,1969-05-10
Finland,Tommy Lindholm,2,0.0,0.0,38.2,0.0,0.0,1969-06-25
Greece,Giorgos Dedes,2,0.0,0.0,36.4,0.0,0.0,1969-04-16
England,Roger Hunt,4,0.0,0.0,47.5,0.0,0.0,1966-10-22
Ethiopia,Zerga Geremew,2,0.0,0.0,27.0,0.0,0.0,1969-02-09
Ethiopia,Asmeron Germa,2,0.0,0.0,27.0,0.0,0.0,1969-02-09
Hungary,Lajos Tichy,15,0.0,0.0,38.7,0.0,0.0,1964-04-25
Russia,Anatoli Banişevski,5,0.0,0.0,31.3,0.0,0.0,1965-10-27
Russia,Valeriy Porkujan,4,0.0,0.0,31.3,0.0,0.0,1966-07-25
Ivory Coast,Eustache Manglé,4,0.0,0.0,46.1,0.0,0.0,1968-01-16
Chile,Leonel Sánchez,11,0.0,0.0,40.1,0.0,0.0,1965-10-12
Jamaica,Lascelles Dunkley,4,0.0,0.0,50.0,0.0,0.0,1968-12-01
Suriname,Jules Lagadeau,2,0.0,0.0,26.1,0.0,0.0,1968-12-22
Honduras,Donaldo Rosales,2,0.0,0.0,43.8,0.0,0.0,1968-12-29
Greece,Kostas Aidiniou,1,0.0,0.0,36.4,0.0,0.0,1971-06-18
Greece,Kostas Davourlis,1,0.0,0.0,36.4,0.0,0.0,1971-06-18
El Salvador,"Eduardo ""Volkswagen"" Hernández",9,0.0,0.0,44.1,0.0,0.0,1965-03-30
Costa Rica,Eduardo Chavarria,2,0.0,0.0,49.0,0.0,0.0,1968-12-29
Tunisia,Tahar Chaïbi,3,0.0,0.0,52.8,0.0,0.0,1969-06-13
Northern Ireland,Terry Harkin,2,0.0,0.0,35.2,0.0,0.0,1968-12-11
Bulgaria,Mladen Vasilev,1,0.0,0.0,35.6,0.0,0.0,1971-06-09
Haiti,Hugues Guillaume,2,0.0,0.0,35.3,0.0,0.0,1968-12-08
El Salvador,Victor Manuel Azucar,2,0.0,0.0,44.1,0.0,0.0,1968-12-01
El Salvador,Joel Estrada,2,0.0,0.0,44.1,0.0,0.0,1968-12-01
Argentina,Raúl Bernao,4,0.0,0.0,46.5,0.0,0.0,1967-01-22
Austria,Karl Kodat,1,0.0,0.0,41.4,0.0,0.0,1971-05-30
Austria,Johann Schmidradner,1,0.0,0.0,41.4,0.0,0.0,1971-05-30
Germany,Hannes Löhr,3,0.0,0.0,46.1,0.0,0.0,1967-10-07
Suriname,Roy Vanenburg,2,0.0,0.0,26.1,0.0,0.0,1968-11-24
Suriname,Paul Ruben Corte,2,0.0,0.0,26.1,0.0,0.0,1968-11-24
Suriname,Ruud Schoonhoven,2,0.0,0.0,26.1,0.0,0.0,1968-11-24
Sweden,Jan Olsson,1,0.0,0.0,43.6,0.0,0.0,1971-05-26
Bulgaria,Petko Petkov,1,0.0,0.0,35.6,0.0,0.0,1971-05-19
Bulgaria,Stefan Velichkov,1,0.0,0.0,35.6,0.0,0.0,1971-05-19
El Salvador,Mauricio Alonso Rodríguez,3,0.0,0.0,44.1,0.0,0.0,1969-09-21
England,Chris Lawler,1,0.0,0.0,47.5,0.0,0.0,1971-05-12
Poland,Jan Banaś,1,0.0,0.0,40.6,0.0,0.0,1971-05-12
Albania,Medin Zhega,1,0.0,0.0,37.6,0.0,0.0,1971-05-12
Sudan,Ismaeil Bakhit,2,0.0,0.0,35.2,0.0,0.0,1968-11-08
Republic of Ireland,Jimmy Conway,1,0.0,0.0,37.6,0.0,0.0,1971-05-10
Spain,José Luis Violeta,1,0.0,0.0,47.3,0.0,0.0,1971-05-09
United States,Gerry Baker,2,0.0,0.0,57.9,0.0,0.0,1968-11-02
Portugal,Jacinto Santos,2,0.0,0.0,47.0,0.0,0.0,1968-10-27
Chile,Ignacio Prieto,4,0.0,0.0,40.1,0.0,0.0,1966-11-30
Germany,Horst Köppel,1,0.0,0.0,46.1,0.0,0.0,1971-04-25
Switzerland,Roland Citherlet,1,0.0,0.0,45.1,0.0,0.0,1971-04-21
Malta,Eddie Theobald,2,0.0,0.0,33.3,0.0,0.0,1970-12-20
Canada,Ralph McPate,2,0.0,0.0,46.0,0.0,0.0,1968-10-13
Canada,Tibor Vigh,2,0.0,0.0,46.0,0.0,0.0,1968-10-13
Romania,Emil Dumitriu,3,0.0,0.0,38.6,0.0,0.0,1967-04-23
Canada,Nick Papadakis,2,0.0,0.0,46.0,0.0,0.0,1968-10-06
Uruguay,Héctor Silva,5,0.0,0.0,43.2,0.0,0.0,1965-06-13
Russia,Viktor Ponedelnik,10,0.0,0.0,31.3,0.0,0.0,1964-06-17
Sweden,Inge Danielsson,3,0.0,0.0,43.6,0.0,0.0,1967-11-05
Mexico,Luis Estrada,3,0.0,0.0,63.7,0.0,0.0,1967-03-14
Guatemala,Manuel Recinos,3,0.0,0.0,43.3,0.0,0.0,1967-03-19
Netherlands,Willi Lippens,1,0.0,0.0,45.5,0.0,0.0,1971-02-24
Bulgaria,Dimitar Yakimov,4,0.0,0.0,35.6,0.0,0.0,1969-12-07
Spain,Chus Pereda,5,0.0,0.0,47.3,0.0,0.0,1965-10-27
Mexico,Raúl Arellano Gallo,3,0.0,0.0,63.7,0.0,0.0,1967-03-06
Belgium,André De Nul,1,0.0,0.0,44.8,0.0,0.0,1971-02-17
Costa Rica,Edgar Marín,6,0.0,0.0,49.0,0.0,0.0,1965-03-30
Poland,Jerzy Sadek,4,0.0,0.0,40.6,0.0,0.0,1966-10-02
Wales,Wyn Davies,3,0.0,0.0,37.5,0.0,0.0,1968-02-28
Ecuador,Enrique Raymondi,6,0.0,0.0,44.1,0.0,0.0,1965-08-15
Chile,Julio Gallardo,3,0.0,0.0,40.1,0.0,0.0,1967-01-26
Italy,Paolo Barison,4,0.0,0.0,41.7,0.0,0.0,1966-07-13
Northern Ireland,Jobby Crossan,5,0.0,0.0,35.2,0.0,0.0,1965-05-07
Algeria,Boualem Amirouche,2,0.0,0.0,53.4,0.0,0.0,1968-11-17
Chile,Pedro Araya,3,0.0,0.0,40.1,0.0,0.0,1967-01-22
Albania,Astrit Ziu,1,0.0,0.0,37.6,0.0,0.0,1970-12-13
Turkey,Metin Kurt,1,0.0,0.0,43.9,0.0,0.0,1970-12-13
Poland,Lucjan Brychczy,6,0.0,0.0,40.6,0.0,0.0,1967-10-08
Uruguay,Julio César Cortés,2,0.0,0.0,43.2,0.0,0.0,1969-08-10
Norway,Tor Fuglset,1,0.0,0.0,39.1,0.0,0.0,1970-11-15
Bulgaria,Tsvetan Atanasov,1,0.0,0.0,35.6,0.0,0.0,1970-11-15
Cyprus,Nikos Charalambous,1,0.0,0.0,35.3,0.0,0.0,1970-11-15
Argentina,Ermindo Onega,4,0.0,0.0,46.5,0.0,0.0,1966-07-19
Iran,Akbar Eftekhari,2,0.0,0.0,42.0,0.0,0.0,1968-05-16
Myanmar,Hla Htay,2,0.0,0.0,29.9,0.0,0.0,1968-05-16
France,Michel Mézy,1,0.0,0.0,47.7,0.0,0.0,1970-11-11
France,Louis Floch,1,0.0,0.0,47.7,0.0,0.0,1970-11-11
Spain,Luis Aragonés,1,0.0,0.0,47.3,0.0,0.0,1970-11-11
Romania,Mircea Dridea,3,0.0,0.0,38.6,0.0,0.0,1966-12-03
France,Robert Herbin,3,0.0,0.0,47.7,0.0,0.0,1967-10-28
Wales,Roy Vernon,5,0.0,0.0,37.5,0.0,0.0,1965-12-01
Turkey,Kamuran Yavuz,1,0.0,0.0,43.9,0.0,0.0,1970-10-17
Sweden,Dan Brzokoupil,1,0.0,0.0,43.6,0.0,0.0,1970-10-14
Republic of Ireland,Tommy Carroll,1,0.0,0.0,37.6,0.0,0.0,1970-10-14
Malta,Willie Vassallo,1,0.0,0.0,33.3,0.0,0.0,1970-10-11
Greece,Michalis Kritikopoulos,1,0.0,0.0,36.4,0.0,0.0,1970-10-11
Portugal,Jaime Graça,3,0.0,0.0,47.0,0.0,0.0,1967-11-12
Germany,Sigfried Held,2,0.0,0.0,46.1,0.0,0.0,1969-05-21
Ghana,Frank Odoi,3,0.0,0.0,41.0,0.0,0.0,1968-01-19
DR Congo,Pierre Kalala Mukendi,3,0.0,0.0,44.0,0.0,0.0,1968-01-21
Russia,Slava Metreveli,7,0.0,0.0,31.3,0.0,0.0,1965-10-17
Sweden,Örjan Persson,3,0.0,0.0,43.6,0.0,0.0,1969-06-19
Ecuador,Carlos Alberto Raffo,10,0.0,0.0,44.1,0.0,0.0,1963-03-31
Belgium,Roger Claessen,3,0.0,0.0,44.8,0.0,0.0,1967-11-22
Trinidad and Tobago,Alvin Corneal,3,0.0,0.0,43.4,0.0,0.0,1967-03-08
Congo,Jean Foutika,2,0.0,0.0,18.2,0.0,0.0,1968-01-16
Senegal,Yatma Diouck,2,0.0,0.0,51.4,0.0,0.0,1968-01-16
Senegal,Yatma Diop,2,0.0,0.0,51.4,0.0,0.0,1968-01-14
DR Congo,Nicodème Kabamba,2,0.0,0.0,44.0,0.0,0.0,1968-01-12
Russia,Murtaz Khurtsilava,2,0.0,0.0,31.3,0.0,0.0,1968-05-11
Scotland,Billy McNeill,2,0.0,0.0,41.1,0.0,0.0,1969-05-17
France,Néstor Combin,4,0.0,0.0,47.7,0.0,0.0,1965-11-06
Brazil,Gérson,1,0.0,0.0,45.1,0.0,0.0,1970-06-21
Brazil,Carlos Alberto Torres,1,0.0,0.0,45.1,0.0,0.0,1970-06-21
Brazil,Clodoaldo,1,0.0,0.0,45.1,0.0,0.0,1970-06-17
