fighter,division,elo,rank_elo,overall_rating,style,grappler_index,striker_index,SLpM,str_def,td_per15,td_def,ctrl_sec_per_round,sub_att_per15,finish_rate,gets_finished_rate,head_share,ground_strike_per15,ground_ctrl_share,distance_strike_diff15,finish_threat15,head_absorbed_per15,kd_absorbed_per15,age,stance,n_fights
Karl Roberson,Middleweight,1481.2,1481.2,38.4,balanced,0.467,0.526,2.51,0.577,0.8,0.407,46.6,0.45,0.2,0.6,0.619,7.7,0.155,2.77,0.66,25.44,0.309,31.8,Southpaw,10
Sam Alvey,Middleweight,1479.1,1479.1,38.8,balanced,0.203,0.645,2.97,0.528,0.22,0.821,19.9,0.1,0.25,0.25,0.669,2.34,0.067,-6.13,0.5,27.37,0.388,36.3,Southpaw,24
Nick Maximov,Middleweight,1478.1,1478.1,40.9,wrestler,0.915,0.421,2.65,0.459,3.24,0.357,82.9,0.37,0.0,0.25,0.696,3.83,0.276,-8.42,0.42,36.49,0.204,28.5,Southpaw,4
Jack Marshman,Middleweight,1476.9,1476.9,37.8,balanced,0.297,0.485,2.77,0.565,0.41,0.2,16.9,0.13,0.125,0.375,0.642,3.12,0.056,-7.32,0.58,37.44,0.32,30.9,Orthodox,8
Bartosz Fabinski,Middleweight,1476.0,1476.0,40.3,wrestler,0.967,0.49,2.76,0.513,4.9,0.8,143.2,0.17,0.0,0.5,0.612,7.17,0.477,-1.75,0.22,22.54,0.313,40.2,Orthodox,6
Josh Fremd,Middleweight,1475.6,1475.6,39.6,grappler,0.661,0.449,2.71,0.471,0.85,0.304,58.1,0.75,0.167,0.333,0.547,3.61,0.194,4.01,0.9,22.72,0.237,30.5,Orthodox,6
Phil Hawes,Middleweight,1472.7,1472.7,42.6,grappler,0.777,0.706,4.3,0.559,1.64,0.909,72.5,0.28,0.25,0.5,0.646,7.08,0.242,13.57,0.71,32.49,0.713,35.0,Orthodox,8
Brad Scott,Middleweight,1471.8,1471.8,40.5,balanced,0.394,0.573,3.4,0.572,0.62,0.636,50.7,0.55,0.25,0.125,0.621,3.37,0.169,-3.45,0.88,37.49,0.414,28.9,Orthodox,8
Cyril Asker,Middleweight,1470.7,1470.7,38.7,wrestler,0.816,0.428,2.53,0.357,1.93,1.0,67.2,0.45,0.4,0.6,0.781,11.84,0.224,-10.65,0.61,33.22,0.686,32.1,Orthodox,5
Rhys McKee,Middleweight,1465.8,1465.8,37.5,striker,0.201,0.778,3.96,0.473,0.49,0.476,40.6,0.15,0.167,0.333,0.666,3.05,0.135,-3.83,0.68,56.76,0.246,30.0,Orthodox,6
Robert McDaniel,Middleweight,1465.8,1465.8,40.2,grappler,0.811,0.444,2.55,0.568,1.07,0.5,69.9,0.77,0.333,0.333,0.64,5.82,0.233,-0.88,0.98,23.22,0.168,30.9,Southpaw,3
Bevon Lewis,Middleweight,1462.2,1462.2,35.5,striker,0.331,0.652,3.3,0.526,0.81,0.5,68.0,0.21,0.0,0.5,0.534,2.78,0.227,-1.69,0.27,25.42,0.579,35.1,Orthodox,4
Nick Roehrick,Middleweight,1461.2,1461.2,32.8,balanced,0.438,0.426,3.03,0.44,0.98,0.0,40.2,0.31,0.0,1.0,0.668,4.81,0.134,-5.58,0.6,39.8,0.235,30.0,Orthodox,1
Claudio Ribeiro,Middleweight,1458.3,1458.3,33.6,balanced,0.46,0.592,2.81,0.296,0.8,0.667,42.1,0.19,0.25,0.75,0.64,7.88,0.14,-3.61,0.56,29.75,0.522,31.6,Orthodox,4
Ryan Loder,Middleweight,1451.7,1451.7,38.3,grappler,0.691,0.632,4.22,0.5,1.51,1.0,64.4,0.82,0.333,0.667,0.725,16.36,0.215,-7.11,0.63,27.48,1.197,35.0,Southpaw,3
Dusko Todorovic,Middleweight,1448.6,1448.6,38.7,grappler,0.726,0.609,3.61,0.515,1.69,0.429,67.3,0.38,0.4,0.4,0.707,11.36,0.224,-3.99,0.48,30.69,0.62,31.3,Orthodox,10
AJ Dobson,Middleweight,1441.2,1441.2,35.3,balanced,0.553,0.574,3.71,0.461,1.56,0.65,49.6,0.21,0.0,0.25,0.587,3.83,0.165,-7.52,0.27,36.94,0.354,34.4,Orthodox,4
Danny Barlow,Middleweight,1438.0,1438.0,35.6,striker,0.194,0.849,4.59,0.523,0.81,1.0,32.8,0.21,0.25,0.25,0.649,3.83,0.109,4.48,0.42,37.24,0.354,30.9,Southpaw,4
Markus Perez,Middleweight,1431.7,1431.7,35.0,grappler,0.623,0.461,2.74,0.529,0.92,0.773,47.9,0.74,0.286,0.143,0.544,3.26,0.16,-2.37,0.87,32.87,0.226,32.6,Orthodox,7
Dylan Budka,Middleweight,1430.6,1430.6,29.6,balanced,0.579,0.381,2.37,0.404,1.73,0.4,57.6,0.24,0.0,0.667,0.696,3.18,0.192,-6.15,0.31,28.76,0.447,26.4,Switch,3
Abu Azaitar,Middleweight,1430.4,1430.4,33.3,striker,0.428,0.718,3.91,0.514,1.35,0.429,49.2,0.24,0.0,0.333,0.573,6.04,0.164,-0.51,0.31,40.76,0.376,40.3,Orthodox,3
Colton Smith,Middleweight,1426.6,1426.6,30.7,grappler,0.841,0.432,2.26,0.516,2.11,0.25,77.2,0.69,0.0,0.75,0.514,4.17,0.257,-3.49,1.04,26.83,0.48,26.9,Orthodox,4
Laureano Staropoli,Middleweight,1425.6,1425.6,32.8,balanced,0.347,0.5,3.32,0.54,0.99,0.48,33.4,0.15,0.0,0.0,0.654,2.51,0.111,2.91,0.3,32.4,0.217,28.7,Orthodox,6
Julian Marquez,Middleweight,1423.8,1423.8,33.6,grappler,0.494,0.566,3.9,0.496,0.41,0.458,26.0,1.59,0.375,0.5,0.727,6.54,0.087,-4.06,1.85,47.13,0.765,34.8,Orthodox,8
Denis Tiuliulin,Middleweight,1423.3,1423.3,29.4,balanced,0.398,0.593,3.19,0.38,0.98,0.72,31.0,0.15,0.167,0.667,0.665,3.39,0.103,-7.61,0.63,40.38,0.281,36.2,Orthodox,6
John Phillips,Middleweight,1421.4,1421.4,28.5,balanced,0.331,0.473,2.2,0.493,0.49,0.077,23.6,0.15,0.167,0.5,0.524,2.82,0.079,-6.51,0.57,34.0,0.117,35.4,Southpaw,6
Val Woodburn,Middleweight,1418.0,1418.0,28.4,balanced,0.515,0.51,2.63,0.364,1.31,0.5,42.4,0.26,0.0,0.5,0.706,4.76,0.141,-4.82,0.75,37.42,0.446,30.5,Orthodox,2
Gadzhi Omargadzhiev,Middleweight,1414.7,1414.7,29.6,balanced,0.368,0.483,2.77,0.388,1.15,0.6,37.7,0.26,0.0,0.0,0.613,4.51,0.126,-1.65,0.5,29.33,0.196,29.7,Switch,2
Rob Wilkinson,Middleweight,1414.7,1414.7,27.4,wrestler,0.686,0.512,2.98,0.391,2.06,0.55,64.7,0.26,0.0,1.0,0.549,4.01,0.216,-3.57,0.5,38.42,1.196,26.0,Orthodox,2
Antonio Trocoli,Middleweight,1412.1,1412.1,24.8,balanced,0.404,0.47,2.41,0.27,1.06,0.333,65.8,0.21,0.0,0.75,0.576,2.78,0.219,-17.76,0.27,34.36,0.579,35.5,Orthodox,4
Jordan Williams,Middleweight,1406.4,1406.4,25.9,balanced,0.373,0.492,3.01,0.386,0.96,0.8,44.7,0.22,0.0,0.667,0.682,3.44,0.149,-3.27,0.43,35.71,0.425,31.1,Southpaw,3
Hu Yaozong,Middleweight,1404.6,1404.6,25.7,striker,0.292,0.705,3.47,0.354,0.92,0.333,51.1,0.41,0.0,0.667,0.55,3.5,0.17,-5.35,0.47,45.32,0.394,31.2,Orthodox,3
Mike Rhodes,Middleweight,1404.6,1404.6,29.2,balanced,0.426,0.519,3.13,0.644,1.07,0.75,39.6,0.4,0.0,0.333,0.588,3.44,0.132,-4.0,0.61,31.67,0.168,25.0,Orthodox,3
Joseph Holmes,Middleweight,1404.5,1404.5,29.8,balanced,0.52,0.625,3.38,0.531,1.27,0.444,53.7,0.44,0.25,0.5,0.568,4.09,0.179,0.62,0.65,30.42,0.391,31.0,Orthodox,4
Khadis Ibragimov,Middleweight,1403.0,1403.0,27.8,balanced,0.483,0.577,3.3,0.473,1.06,0.81,58.9,0.34,0.0,0.5,0.768,3.76,0.196,-0.24,0.52,35.6,0.297,25.4,Orthodox,4
Jamie Pickett,Middleweight,1400.7,1400.7,26.3,balanced,0.402,0.512,2.69,0.482,1.1,0.75,37.0,0.12,0.0,0.444,0.587,1.85,0.123,-2.38,0.33,32.07,0.506,35.5,Orthodox,9
Sedriques Dumas,Middleweight,1395.5,1395.5,25.7,balanced,0.527,0.463,2.46,0.533,1.25,0.333,74.9,0.13,0.0,0.556,0.511,4.64,0.25,-3.05,0.17,24.94,0.492,30.9,Orthodox,9
Maki Pitolo,Middleweight,1393.2,1393.2,30.1,wrestler,0.8,0.521,3.64,0.553,2.02,0.5,59.0,0.63,0.167,0.5,0.668,3.75,0.197,1.13,0.63,40.97,0.163,35.6,Orthodox,6
Dequan Townsend,Middleweight,1383.5,1383.5,21.6,balanced,0.231,0.422,2.39,0.387,0.81,0.467,29.5,0.21,0.0,0.5,0.513,3.19,0.098,-8.16,0.27,34.07,0.34,40.1,Orthodox,4
Alen Amedovski,Middleweight,1371.6,1371.6,19.3,balanced,0.349,0.381,2.0,0.462,0.61,0.0,25.6,0.19,0.0,0.75,0.644,3.76,0.085,-3.49,0.37,31.5,0.897,34.4,Orthodox,4
Jose Daniel Medina,Middleweight,1366.0,1366.0,20.6,balanced,0.45,0.509,3.01,0.427,1.12,0.364,34.4,0.21,0.0,0.75,0.58,3.03,0.115,-15.07,0.27,39.79,0.704,35.1,Orthodox,4
Islam Makhachev,Welterweight,1937.1,1937.1,91.1,grappler,1.0,0.568,2.69,0.62,2.8,0.913,119.9,0.88,0.611,0.056,0.696,7.44,0.399,3.96,1.07,13.09,0.165,34.1,Southpaw,18
Carlos Prates,Welterweight,1875.4,1875.4,90.2,striker,0.349,0.967,4.17,0.477,0.6,0.795,25.7,0.15,0.875,0.0,0.612,5.26,0.086,-2.05,1.67,31.1,0.102,32.7,Switch,8
Shavkat Rakhmonov,Welterweight,1860.4,1860.4,92.1,grappler,0.837,0.59,3.43,0.513,1.41,0.857,107.3,0.92,0.857,0.0,0.675,7.74,0.357,0.79,1.11,21.67,0.111,30.1,Orthodox,7
Michael Morales,Welterweight,1857.5,1857.5,91.4,striker,0.255,1.0,5.34,0.574,0.68,0.885,28.0,0.16,0.714,0.0,0.743,10.83,0.094,15.2,1.31,26.14,0.111,26.4,Orthodox,7
Ian Machado Garry,Welterweight,1814.4,1814.4,88.4,striker,0.362,0.906,4.51,0.529,1.06,0.8,38.5,0.39,0.273,0.0,0.584,3.68,0.128,20.12,0.74,24.15,0.148,28.0,Orthodox,11
Gabriel Bonfim,Welterweight,1805.0,1805.0,92.1,grappler,0.881,0.624,4.25,0.62,2.88,0.765,51.5,1.0,0.5,0.125,0.577,2.56,0.172,8.39,1.1,26.8,0.248,28.8,Orthodox,8
Jack Della Maddalena,Welterweight,1788.6,1788.6,87.5,striker,0.235,0.971,4.7,0.607,0.68,0.633,21.5,0.22,0.5,0.1,0.639,4.47,0.072,5.99,0.8,36.49,0.335,29.6,Switch,10
Myktybek Orolbai,Welterweight,1785.4,1785.4,88.9,wrestler,0.997,0.575,3.17,0.51,5.37,0.4,111.5,0.47,0.5,0.0,0.704,9.28,0.372,-1.03,0.86,25.61,0.261,28.1,Orthodox,6
Yaroslav Amosov,Welterweight,1786.4,1785.3,92.3,grappler,1.0,0.561,3.39,0.606,3.61,0.0,72.2,1.35,1.0,0.0,0.612,4.7,0.241,1.46,1.18,22.38,0.204,32.7,nan,2
Sean Brady,Welterweight,1778.0,1778.0,88.4,grappler,1.0,0.597,3.99,0.599,3.0,0.867,109.2,0.72,0.364,0.182,0.699,11.45,0.364,5.69,0.82,25.7,0.15,33.5,Orthodox,11
Dustin Poirier,Welterweight,1761.4,1761.4,86.1,grappler,0.723,0.839,5.16,0.523,1.23,0.63,51.7,1.01,0.469,0.219,0.783,6.08,0.172,4.3,1.4,37.73,0.166,36.5,Southpaw,32
Mike Malott,Welterweight,1743.4,1743.4,82.0,balanced,0.56,0.755,3.88,0.571,1.52,0.727,43.4,0.54,0.625,0.125,0.613,6.51,0.145,9.84,1.14,25.14,0.102,34.4,Orthodox,8
Rinat Fakhretdinov,Welterweight,1731.9,1731.9,82.4,wrestler,0.875,0.711,4.68,0.544,2.94,0.917,112.8,0.31,0.286,0.0,0.681,9.08,0.376,5.59,0.71,32.05,0.09,34.7,Orthodox,7
Belal Muhammad,Welterweight,1719.5,1719.5,78.4,wrestler,0.722,0.594,4.33,0.556,2.03,0.904,65.5,0.19,0.136,0.045,0.757,5.36,0.218,4.06,0.24,30.87,0.275,37.9,Orthodox,22
Leon Edwards,Welterweight,1718.2,1718.2,74.4,balanced,0.521,0.616,2.79,0.528,1.28,0.637,58.0,0.37,0.2,0.1,0.574,4.16,0.193,2.43,0.59,22.56,0.122,34.2,Southpaw,20
Michael Chiesa,Welterweight,1701.4,1701.4,74.5,grappler,1.0,0.391,2.29,0.58,2.85,0.659,93.5,0.94,0.409,0.273,0.717,5.88,0.312,-0.66,0.91,14.04,0.047,38.3,Southpaw,22
Colby Covington,Welterweight,1698.8,1698.8,75.8,wrestler,0.91,0.555,3.8,0.548,3.22,0.69,109.2,0.21,0.294,0.176,0.684,5.67,0.364,5.45,0.31,28.55,0.218,36.8,Orthodox,17
Daniel Rodriguez,Welterweight,1691.7,1691.7,73.8,striker,0.232,0.995,6.43,0.574,0.46,0.64,21.9,0.17,0.286,0.143,0.64,3.7,0.073,21.31,0.7,40.46,0.268,38.5,Southpaw,14
Jorge Masvidal,Welterweight,1689.1,1689.1,72.8,striker,0.453,0.899,3.95,0.575,0.95,0.697,43.2,0.37,0.318,0.045,0.601,7.4,0.144,4.53,0.77,26.79,0.293,38.4,Orthodox,22
Uros Medic,Welterweight,1688.3,1688.3,73.6,striker,0.307,1.0,4.72,0.557,0.66,0.556,19.1,0.13,0.7,0.3,0.665,8.78,0.064,3.88,1.44,21.78,0.547,32.8,Southpaw,10
Joel Alvarez,Welterweight,1688.3,1688.3,74.7,grappler,0.587,0.702,4.32,0.539,0.51,0.464,32.6,0.89,0.636,0.182,0.676,7.14,0.109,7.7,0.94,21.27,0.082,33.2,Orthodox,11
Nate Diaz,Welterweight,1687.8,1687.8,74.7,grappler,0.632,0.634,4.47,0.529,0.88,0.439,40.8,1.06,0.444,0.074,0.729,3.26,0.136,9.39,1.19,31.77,0.366,37.4,Southpaw,27
Vicente Luque,Welterweight,1687.2,1687.2,74.3,striker,0.451,0.989,4.66,0.516,0.96,0.597,39.7,0.66,0.6,0.12,0.61,4.12,0.132,0.27,1.16,48.65,0.234,34.4,Orthodox,25
Jalin Turner,Welterweight,1678.5,1678.5,73.9,grappler,0.69,0.815,5.04,0.408,0.81,0.75,37.5,0.96,0.571,0.214,0.665,9.59,0.125,5.68,1.73,29.31,0.263,30.6,Southpaw,14
Nursulton Ruziboev,Welterweight,1676.2,1676.2,70.7,balanced,0.476,0.666,3.11,0.489,1.05,0.333,37.7,0.19,0.6,0.0,0.668,6.13,0.126,5.25,0.84,25.75,0.303,31.5,Orthodox,5
James Krause,Welterweight,1673.9,1673.9,72.5,striker,0.425,0.904,4.89,0.618,0.9,0.649,59.0,0.88,0.385,0.077,0.716,2.95,0.197,13.97,1.1,36.2,0.202,40.0,Orthodox,13
Anthony Pettis,Welterweight,1672.0,1672.0,68.7,balanced,0.438,0.641,3.44,0.529,0.64,0.559,35.4,0.68,0.35,0.2,0.643,3.71,0.118,-1.23,0.85,31.38,0.139,39.4,Orthodox,20
Jeremiah Wells,Welterweight,1664.6,1664.6,70.5,grappler,0.98,0.541,2.97,0.482,2.4,0.5,106.4,1.02,0.429,0.143,0.754,10.25,0.355,2.33,1.21,18.69,0.329,39.6,Switch,7
Bryan Battle,Welterweight,1664.6,1664.6,70.9,striker,0.4,0.912,4.8,0.442,0.92,0.536,62.0,0.43,0.556,0.0,0.538,1.84,0.207,10.85,0.66,30.53,0.186,31.7,Orthodox,9
Jake Matthews,Welterweight,1663.3,1663.3,68.7,balanced,0.604,0.608,3.4,0.605,1.44,0.641,64.4,0.7,0.333,0.208,0.701,9.25,0.214,5.63,0.92,23.23,0.225,31.8,Orthodox,24
Gunnar Nelson,Welterweight,1662.7,1662.7,69.4,grappler,0.949,0.451,2.17,0.488,1.88,0.684,88.0,0.89,0.5,0.062,0.736,8.64,0.293,-8.56,0.95,23.48,0.328,36.6,Switch,16
Sam Patterson,Welterweight,1661.0,1661.0,69.5,grappler,0.712,0.518,3.06,0.494,1.23,0.0,40.2,0.83,0.667,0.167,0.703,2.89,0.134,-1.27,0.98,24.0,0.123,29.9,Orthodox,6
Khaos Williams,Welterweight,1658.3,1658.3,67.4,striker,0.173,0.922,4.65,0.411,0.38,0.517,36.0,0.12,0.455,0.091,0.522,3.13,0.12,2.16,0.75,40.39,0.082,32.1,Orthodox,11
Shara Magomedov,Welterweight,1657.7,1657.7,67.8,striker,0.144,0.938,5.06,0.437,0.57,0.714,24.2,0.18,0.333,0.0,0.513,5.29,0.081,14.27,0.52,29.95,0.123,31.2,Orthodox,6
King Green,Welterweight,1654.0,1654.0,69.5,striker,0.433,0.986,6.23,0.622,1.29,0.703,41.8,0.3,0.233,0.2,0.594,8.98,0.139,26.65,0.56,29.74,0.27,39.7,Orthodox,30
Randy Brown,Welterweight,1653.9,1653.9,67.0,striker,0.39,0.87,4.29,0.535,0.82,0.746,42.9,0.51,0.318,0.227,0.624,4.59,0.143,9.03,0.79,18.7,0.335,35.8,Orthodox,22
Tyron Woodley,Welterweight,1653.3,1653.3,65.1,balanced,0.377,0.661,2.67,0.571,0.61,0.875,35.7,0.25,0.375,0.125,0.575,7.11,0.119,-5.51,0.8,20.46,0.061,39.0,Orthodox,16
Nicolas Dalby,Welterweight,1646.2,1646.2,64.9,striker,0.416,0.742,3.85,0.522,1.01,0.591,63.3,0.15,0.067,0.067,0.603,4.58,0.211,-4.58,0.34,32.12,0.353,41.0,Orthodox,15
Demian Maia,Welterweight,1645.3,1645.3,66.7,grappler,0.889,0.391,2.01,0.636,2.37,0.615,98.8,0.93,0.364,0.061,0.783,8.99,0.329,-8.52,0.92,20.19,0.183,43.6,Southpaw,33
Neil Magny,Welterweight,1641.4,1641.4,65.4,wrestler,0.722,0.61,3.43,0.518,2.1,0.554,58.9,0.29,0.27,0.27,0.702,10.6,0.196,3.01,0.36,20.68,0.343,38.4,Orthodox,37
Geoff Neal,Welterweight,1631.0,1631.0,65.2,striker,0.382,0.98,4.72,0.57,0.74,0.897,40.2,0.18,0.429,0.214,0.804,4.8,0.134,-8.56,0.83,41.24,0.287,35.5,Southpaw,14
Muslim Salikhov,Welterweight,1622.1,1622.1,61.3,balanced,0.337,0.723,3.46,0.624,1.15,0.724,24.4,0.1,0.357,0.286,0.553,4.53,0.081,5.43,0.57,22.63,0.309,41.4,Orthodox,14
Rafael Dos Anjos,Welterweight,1621.2,1621.2,64.1,grappler,0.79,0.602,3.51,0.602,1.9,0.548,71.0,0.56,0.25,0.139,0.589,7.23,0.237,-2.63,0.73,29.47,0.103,40.0,Southpaw,36
Francisco Trinaldo,Welterweight,1618.3,1618.3,62.1,balanced,0.533,0.643,3.26,0.607,1.01,0.603,56.8,0.51,0.269,0.077,0.613,5.93,0.19,1.07,0.71,21.65,0.224,47.8,Southpaw,26
Drew Dober,Welterweight,1612.3,1612.3,60.9,striker,0.248,0.913,4.39,0.531,0.71,0.582,34.4,0.12,0.444,0.259,0.633,5.13,0.115,0.93,0.62,36.1,0.182,37.4,Southpaw,27
Robbie Lawler,Welterweight,1605.1,1605.1,60.2,striker,0.375,0.907,4.17,0.583,0.86,0.648,30.5,0.07,0.32,0.24,0.741,4.95,0.102,-13.92,0.46,42.6,0.106,44.3,Southpaw,25
Alan Jouban,Welterweight,1604.0,1604.0,61.5,striker,0.332,1.0,5.22,0.6,0.73,0.588,25.5,0.3,0.308,0.231,0.609,4.62,0.085,15.0,1.12,34.62,0.327,39.0,Southpaw,13
Matt Brown,Welterweight,1603.3,1603.3,62.4,grappler,0.812,0.738,3.79,0.551,1.63,0.639,53.2,1.21,0.5,0.267,0.61,7.57,0.177,1.01,1.47,26.48,0.345,45.4,Orthodox,30
Jacobe Smith,Welterweight,1692.1,1603.2,80.8,grappler,0.925,0.791,5.26,0.461,2.65,1.0,70.9,0.78,1.0,0.0,0.665,13.41,0.236,5.81,1.05,28.73,0.142,30.4,Southpaw,3
Jonathan Micallef,Welterweight,1669.4,1603.2,70.5,striker,0.436,0.765,4.09,0.571,1.05,0.714,47.4,0.46,0.333,0.0,0.639,3.12,0.158,2.28,0.73,34.51,0.142,27.3,Southpaw,3
Carlos Leal,Welterweight,1611.7,1603.2,61.6,striker,0.257,0.881,6.41,0.488,0.84,0.909,36.7,0.26,0.25,0.25,0.636,2.45,0.122,5.46,0.36,47.82,0.312,32.1,Orthodox,4
Charles Radtke,Welterweight,1596.5,1596.5,60.1,grappler,0.881,0.589,2.96,0.547,1.78,1.0,102.9,0.48,0.429,0.286,0.771,7.2,0.343,-0.2,0.82,20.12,0.384,35.8,Orthodox,7
Albert Tumenov,Welterweight,1593.0,1593.0,57.0,striker,0.212,0.828,3.76,0.585,0.61,0.75,23.2,0.15,0.375,0.25,0.745,3.73,0.077,4.89,0.84,24.16,0.102,24.8,Orthodox,8
Adriano Martins,Welterweight,1592.9,1592.9,57.4,balanced,0.504,0.557,2.5,0.684,1.18,0.857,35.4,0.49,0.429,0.286,0.572,2.97,0.118,-1.02,0.82,15.34,0.384,34.7,Southpaw,7
Ismail Naurdiev,Welterweight,1588.4,1588.4,58.3,striker,0.466,0.779,3.69,0.649,1.46,0.732,53.5,0.26,0.143,0.0,0.58,5.33,0.178,14.04,0.48,22.83,0.111,29.3,Orthodox,7
Kevin Lee,Welterweight,1587.3,1587.3,60.3,grappler,0.962,0.578,3.86,0.503,2.87,0.75,101.2,0.7,0.368,0.263,0.751,14.9,0.337,-7.71,0.75,31.59,0.208,30.8,Orthodox,19
Ramiz Brahimaj,Welterweight,1586.1,1586.1,58.6,grappler,0.766,0.502,2.83,0.471,1.76,0.448,49.7,1.26,0.556,0.111,0.688,2.32,0.166,-4.72,1.26,28.04,0.192,33.6,Orthodox,9
Michel Prazeres,Welterweight,1585.3,1585.3,58.5,wrestler,0.902,0.47,2.75,0.576,3.34,0.478,82.5,0.59,0.214,0.071,0.661,5.31,0.275,0.76,0.73,22.61,0.055,44.9,Orthodox,14
Davi Ramos,Welterweight,1585.3,1585.3,58.8,wrestler,0.68,0.443,3.04,0.563,1.76,0.833,46.6,0.53,0.429,0.0,0.693,4.71,0.155,-7.79,0.62,28.65,0.224,33.7,Orthodox,7
Sergey Khandozhko,Welterweight,1584.0,1584.0,57.6,striker,0.337,0.794,3.79,0.609,1.04,0.611,37.0,0.3,0.333,0.0,0.605,3.12,0.123,8.38,0.89,31.78,0.303,34.1,Orthodox,3
Lyman Good,Welterweight,1580.1,1580.1,58.8,striker,0.353,0.931,4.71,0.63,0.73,0.75,24.0,0.18,0.5,0.167,0.693,4.16,0.08,5.75,0.72,30.18,0.123,35.1,Orthodox,6
Nik Lentz,Welterweight,1578.5,1578.5,58.2,grappler,0.95,0.573,3.48,0.501,3.04,0.439,83.2,1.13,0.2,0.12,0.607,8.91,0.277,-1.75,1.19,33.42,0.235,36.4,Orthodox,25
Kajan Johnson,Welterweight,1577.0,1577.0,54.2,balanced,0.475,0.558,2.94,0.644,1.5,0.625,45.4,0.27,0.143,0.286,0.559,6.54,0.151,5.7,0.58,20.72,0.312,34.4,Orthodox,7
Themba Gorimbo,Welterweight,1575.3,1575.3,56.6,wrestler,0.987,0.574,3.15,0.515,3.43,0.731,110.3,0.41,0.125,0.25,0.557,6.37,0.368,4.28,0.66,22.72,0.083,35.4,Orthodox,8
Chris Wade,Welterweight,1573.5,1573.5,57.0,grappler,0.97,0.487,2.45,0.519,2.17,0.552,98.0,0.87,0.286,0.0,0.538,4.94,0.327,0.97,1.07,18.99,0.111,29.8,Orthodox,7
Phil Rowe,Welterweight,1571.1,1571.1,55.3,striker,0.365,0.793,3.4,0.509,0.73,0.537,40.6,0.33,0.444,0.0,0.708,1.76,0.135,-1.38,0.64,34.4,0.326,35.9,Orthodox,9
Carlston Harris,Welterweight,1569.2,1569.2,54.6,grappler,0.631,0.552,3.31,0.541,1.17,0.556,55.1,0.48,0.375,0.375,0.638,5.75,0.184,1.75,0.85,30.0,0.531,38.9,Orthodox,8
Sergio Moraes,Welterweight,1562.9,1562.9,52.6,balanced,0.496,0.507,2.72,0.6,1.25,0.75,48.9,0.43,0.286,0.214,0.737,2.87,0.163,-14.08,0.55,32.51,0.699,37.3,Orthodox,14
Ramazan Emeev,Welterweight,1562.5,1562.5,54.0,wrestler,0.758,0.482,2.94,0.655,2.05,0.667,69.8,0.61,0.0,0.125,0.703,4.3,0.233,0.97,0.8,19.69,0.193,35.1,Southpaw,8
Claudio Silva,Welterweight,1560.5,1560.5,55.3,grappler,0.856,0.45,2.9,0.46,2.37,0.444,80.8,0.89,0.375,0.0,0.579,7.45,0.269,-4.04,0.96,30.19,0.102,39.9,Southpaw,8
Curtis Millender,Welterweight,1559.8,1559.8,53.0,striker,0.36,0.803,3.83,0.615,0.78,0.529,24.8,0.19,0.2,0.2,0.614,3.16,0.083,10.5,0.62,27.37,0.136,31.4,Orthodox,5
Max Griffin,Welterweight,1559.8,1559.8,53.3,striker,0.433,0.822,3.71,0.58,1.44,0.695,44.5,0.27,0.158,0.105,0.662,3.4,0.149,0.64,0.69,33.53,0.1,40.4,Orthodox,19
Carlos Condit,Welterweight,1559.6,1559.6,53.2,striker,0.378,0.82,4.01,0.545,0.66,0.345,33.0,0.63,0.263,0.211,0.569,6.64,0.11,11.59,0.9,26.81,0.273,42.1,Orthodox,19
Mike Perry,Welterweight,1559.3,1559.3,53.9,striker,0.401,0.906,4.2,0.529,0.94,0.786,45.2,0.23,0.267,0.133,0.634,5.9,0.151,-15.62,0.82,41.78,0.328,29.6,Orthodox,15
Thiago Moises,Welterweight,1558.9,1558.9,52.6,grappler,0.728,0.45,2.65,0.526,1.41,0.525,57.7,0.95,0.25,0.25,0.634,6.03,0.192,-16.7,0.99,26.45,0.361,31.1,Orthodox,16
Tony Ferguson,Welterweight,1557.8,1557.8,56.0,grappler,0.517,0.711,4.79,0.554,0.51,0.661,14.6,0.83,0.458,0.208,0.604,4.67,0.049,8.1,0.93,39.52,0.297,42.4,Orthodox,24
Donald Cerrone,Welterweight,1553.0,1553.0,53.7,striker,0.33,0.987,4.79,0.516,1.05,0.886,30.7,0.46,0.421,0.237,0.523,4.52,0.102,-2.66,1.11,38.59,0.331,39.3,Orthodox,38
Abubakar Nurmagomedov,Welterweight,1546.3,1546.3,51.7,wrestler,0.72,0.543,3.42,0.652,1.25,0.889,87.9,0.26,0.0,0.25,0.652,2.6,0.293,5.08,0.36,28.02,0.124,36.6,Orthodox,4
Diego Sanchez,Welterweight,1544.5,1544.5,50.3,balanced,0.541,0.587,2.82,0.565,1.35,0.471,69.1,0.66,0.188,0.125,0.683,11.15,0.23,-7.81,0.84,34.25,0.377,44.5,Southpaw,32
Gabe Green,Welterweight,1543.1,1543.1,52.8,striker,0.449,0.868,4.86,0.472,1.0,0.5,42.2,0.46,0.333,0.167,0.527,5.3,0.141,-6.48,0.82,46.99,0.508,32.0,Switch,6
Chance Rencountre,Welterweight,1539.5,1539.5,48.1,balanced,0.522,0.373,2.43,0.494,1.39,0.167,66.0,0.39,0.25,0.25,0.523,3.07,0.22,-14.3,0.53,31.04,0.303,32.8,Southpaw,4
