player,team,apps,npxg,goals,shots,pen_sh,pen_g,fk_sh,fk_xg,fk_g,assists,xa,key_passes
Jan Vertonghen,Belgium,10.0,0.2,0.45,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.069,1.7
Magomed Ozdoev,Russia,1.65,0.2,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.118,0.6
Miguel Arturo Layún Prado,Mexico,1.8,0.2,0.0,4.1,0.0,0.0,0.45,0.038,0.0,0.0,0.131,2.2
Yeferson Julio Soteldo Martínez,Venezuela,4.0,0.2,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.463,8.0
José Andrés Martínez Torres,Venezuela,4.0,0.19,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,2.0
Mama Samba Baldé,Guinea-Bissau,1.7,0.19,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.119,0.8
Carlos Alberto Rodríguez Gómez,Mexico,3.4,0.19,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,2.0
Boban Nikolov,North Macedonia,1.65,0.19,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.074,0.6
Bruno Alberto Langa,Mozambique,2.55,0.19,0.0,3.4,0.0,0.0,0.85,0.03,0.0,0.0,0.168,2.5
Abdelkarim Hassan Al Haj Fadlalla,Qatar,2.1,0.19,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.7
Édison Michael Flores Peralta,Peru,4.35,0.19,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.399,4.4
Aleksandr Erokhin,Russia,0.9,0.19,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.5
Mile Jedinak,Australia,1.35,0.19,0.9,2.7,0.9,0.9,0.45,0.028,0.0,0.0,0.0,0.0
Jules Koundé,France,10.75,0.19,1.0,4.8,1.0,1.0,0.0,0.0,0.0,0.0,1.127,12.4
Matías Vecino Falero,Uruguay,4.35,0.19,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.063,1.1
Pervis Josué Estupiñán Tenorio,Ecuador,2.1,0.19,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.178,2.8
Josip Drmic,Switzerland,1.35,0.19,0.45,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.5
Morteza Pouraliganji,Iran,3.45,0.19,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.222,1.4
Callum McGregor,Scotland,4.65,0.19,0.55,4.1,0.0,0.0,0.0,0.0,0.0,1.0,0.103,3.1
Marco Verratti,Italy,2.75,0.19,0.0,2.2,0.0,0.0,0.0,0.0,0.0,1.1,0.49,7.7
António João Pereira Albuquerque Tavares Silva,Portugal,2.7,0.19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,1.0
Kamil Glik,Poland,5.35,0.19,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.6
Igor Lichnovsky Osorio,Chile,3.0,0.19,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,1.0
Yves Bissouma,Mali,3.4,0.19,0.0,5.1,0.0,0.0,1.7,0.045,0.0,0.0,0.013,0.8
Moriba Kourouma Kourouma,Guinea,2.55,0.18,0.0,2.5,0.0,0.0,0.85,0.028,0.0,0.0,0.114,2.5
Nuno Mendes,Portugal,4.7,0.18,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.053,3.7
Gonçalo Manuel Ganchinho Guedes,Portugal,1.8,0.18,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.5
Jakub Kamiński,Poland,2.8,0.18,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.201,1.4
Luka Jović,Serbia,4.15,0.18,1.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.102,1.7
Iliman Ndiaye,Senegal,5.5,0.18,0.85,2.2,0.0,0.0,0.0,0.0,0.0,1.55,0.125,1.5
Richie Laryea,Canada,8.1,0.18,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.599,5.8
Philipp Lienhart,Austria,4.1,0.18,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Ream,United States,5.8,0.18,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
César Rodolfo Blackman Camarena,Panama,3.0,0.18,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042,2.0
Romano Schmid,Austria,4.0,0.18,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.363,4.0
Chris Richards,United States,3.0,0.18,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manuel Ugarte Ribeiro,Uruguay,6.0,0.18,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.035,2.0
Liam Millar,Canada,6.7,0.18,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.059,1.0
Mitchell Thomas Duke,Australia,2.8,0.18,0.7,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.7
Kevin Duvan Castaño Gil,Colombia,4.0,0.18,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,3.0
Klaus Gjasula,Albania,1.0,0.18,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nahitan Michel Nández Acosta,Uruguay,7.25,0.18,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.541,4.9
Celso Borges Mora,Costa Rica,3.45,0.18,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.119,2.0
Sergino Dest,United States,2.8,0.18,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.7,0.433,2.1
Stephane Aziz Ki,Burkina Faso,2.55,0.18,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.435,4.2
Walid Cheddira,Morocco,1.4,0.17,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.7
Damián Josué Bobadilla Benítez,Paraguay,3.0,0.17,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063,2.0
Steven Berghuis,Netherlands,3.9,0.17,0.0,4.8,0.7,0.0,0.7,0.056,0.0,0.7,0.163,3.2
Michael Steveen Estrada Martínez,Ecuador,2.1,0.17,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.7
Osman Bukari,Ghana,3.1,0.17,0.7,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.5
Ondrej Duda,Slovakia,5.65,0.17,1.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.284,5.2
Fashion Sakala,Zambia,2.55,0.17,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sultan Abdullah Salim Al Ghannam,Saudi Arabia,2.1,0.17,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.7
Iñaki Williams Arthuer,Ghana,4.65,0.17,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.7
Lameck Banda,Zambia,2.55,0.17,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.206,3.4
Roman Zobnin,Russia,3.9,0.17,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.45,0.399,2.8
Domagoj Vida,Croatia,4.9,0.17,0.9,1.8,0.45,0.45,0.0,0.0,0.0,0.45,0.038,0.5
Jeremie Frimpong,Netherlands,3.0,0.17,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072,1.0
Issa Kabore,Burkina Faso,3.4,0.17,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.325,5.1
Luke Shaw,England,9.8,0.17,0.55,3.7,0.0,0.0,0.7,0.039,0.0,2.35,1.051,11.6
Idrissa Thiam,Mauritania,1.7,0.17,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.223,4.2
András Schäfer,Hungary,4.65,0.17,0.55,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.031,1.7
Andreas Granqvist,Sweden,2.25,0.17,0.9,2.7,0.9,0.9,0.0,0.0,0.0,0.0,0.013,0.9
José Antonio Miranda Boacho,Equatorial Guinea,1.7,0.17,0.85,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick van Aanholt,Netherlands,2.2,0.17,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.226,1.7
Famara Diedhiou,Senegal,1.4,0.17,0.7,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.7
Jakub Piotr Kiwior,Poland,5.8,0.17,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.256,3.0
Kenny Rocha Santos,Cape Verde Islands,4.25,0.17,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.524,5.1
Ramin Rezaeian,Iran,2.75,0.17,0.7,1.8,0.0,0.0,0.45,0.004,0.0,0.0,0.57,3.0
Zuriko Davitashvili,Georgia,4.0,0.17,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Krépin Diatta,Senegal,5.5,0.17,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.85,0.517,6.3
Thomas Teye Partey,Ghana,2.1,0.17,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.038,1.4
Jan Mlakar,Slovenia,4.0,0.16,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043,1.0
Adama Traoré,Mali,2.55,0.16,0.0,5.1,0.85,0.0,3.4,0.131,0.0,0.0,0.056,1.7
Sergei Ignashevich,Russia,2.25,0.16,0.9,2.2,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Oluwasemilogo Adesewo Ibidapo Ajayi,Nigeria,5.95,0.16,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.049,0.8
Abdou Diallo,Senegal,5.35,0.16,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.062,2.4
Mário Figueira Fernandes,Russia,3.9,0.16,0.45,2.0,0.45,0.0,0.0,0.0,0.0,0.45,0.209,2.2
Garang Kuol,Australia,1.4,0.16,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Rogić,Australia,1.35,0.16,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerardo Daniel Arteaga Zamora,Mexico,3.0,0.16,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.199,1.0
Thapelo Maseko,South Africa,4.25,0.16,0.85,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.143,2.5
Teemu Pukki,Finland,1.65,0.16,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.076,1.7
Simon Happygod Msuva,Tanzania,2.55,0.16,0.85,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.086,1.7
Willy Boly,Côte d'Ivoire,3.4,0.16,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastián Enzo Cáceres Ramos,Uruguay,5.0,0.16,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,1.0
Albin Ekdal,Sweden,4.45,0.16,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.122,1.1
Bertrand Isidore Traoré,Burkina Faso,3.4,0.15,2.55,9.3,2.55,2.55,0.85,0.006,0.0,0.0,0.331,1.7
Oleksandr Karavaev,Ukraine,2.75,0.15,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.55,0.432,2.8
Kings Kangwa,Zambia,2.55,0.15,0.85,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1.7
Illia Zabarnyi,Ukraine,5.75,0.15,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.06,2.0
Trent Alexander-Arnold,England,5.15,0.15,1.0,5.5,1.0,1.0,1.45,0.082,0.0,0.0,0.225,3.9
Qazim Laçi,Albania,3.0,0.15,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172,3.0
Gabriel Alejandro Villamíl Cortéz,Bolivia,3.0,0.15,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,2.0
Maximiliano Eduardo Meza,Argentina,1.8,0.15,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.372,3.2
José Miguel da Rocha Fonte,Portugal,1.8,0.15,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.5
Rodrigo Moreno Machado,Spain,1.35,0.15,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rúben Santos Gato Alves Dias,Portugal,9.0,0.15,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.091,1.0
Jefferson Agustín Farfán Guadalupe,Peru,0.9,0.15,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.9
Enzo Nicolás Pérez,Argentina,1.35,0.15,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antoine Semenyo,Ghana,3.95,0.15,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.249,0.8
Rifat Zhemaletdinov,Russia,1.1,0.15,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
João Paulo Moreira Fernandes,Cape Verde Islands,4.25,0.15,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.378,4.2
Omar Colley,Gambia,2.55,0.15,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohamed Zeki Amdouni,Switzerland,4.0,0.15,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkadiusz Milik,Poland,2.55,0.15,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrés Iniesta Luján,Spain,1.8,0.15,0.45,2.7,0.45,0.45,0.0,0.0,0.0,0.45,0.501,3.2
Jhonder Leonel Cádiz Fernández,Venezuela,3.0,0.15,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Buksa,Poland,2.0,0.15,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132,2.0
Matthias Ginter,Germany,2.9,0.15,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.6
Jorge Eduardo Sánchez Ramos,Mexico,4.4,0.15,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.137,3.0
Aziz Eraltay Behich,Australia,4.15,0.15,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.9
Alireza Jahanbakhsh,Iran,2.75,0.15,0.0,3.0,0.0,0.0,0.45,0.004,0.0,0.0,0.152,1.4
Nampalys Mendy,Senegal,4.5,0.15,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.5
Alfons Amade,Mozambique,2.55,0.15,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.8
Bryan Cristante,Italy,6.3,0.15,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.202,2.5
Maximilian Mittelstädt,Germany,4.0,0.15,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,4.0
Juan Guillermo Cuadrado Bello,Colombia,1.8,0.15,0.9,3.2,0.45,0.45,0.0,0.0,0.0,0.45,0.252,3.6
Darwin Daniel Machís Marcano,Venezuela,3.0,0.15,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.246,3.0
Radu Drăgușin,Romania,4.0,0.14,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morten Hjulmand,Denmark,3.0,0.14,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,4.0
Craig Goodwin,Australia,2.8,0.14,0.7,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.306,3.5
Ricardo Iván Rodríguez Araya,Switzerland,12.35,0.14,0.0,7.4,0.55,0.0,0.45,0.024,0.0,0.0,1.15,12.0
Petr Ševčík,Czech Republic,4.75,0.14,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.228,2.2
José Luis Sanmartín Mato,Spain,2.0,0.14,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lamine Camara,Senegal,2.55,0.14,1.7,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.566,4.2
Gylfi Þór Sigurðsson,Iceland,1.35,0.14,0.45,4.5,0.9,0.45,0.9,0.028,0.0,0.0,0.435,3.2
Julian Brandt,Germany,1.35,0.14,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Jurásek,Czech Republic,2.0,0.14,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.198,3.0
Selim Amallah,Morocco,7.45,0.14,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.054,2.1
Joey Veerman,Netherlands,6.0,0.14,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.225,6.0
Patrick Wimmer,Austria,3.0,0.14,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,1.0
Sverrir Ingi Ingason,Iceland,0.9,0.14,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Axel Witsel,Belgium,7.0,0.14,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.217,2.8
Mohamed Abdelmonem,Egypt,3.4,0.14,0.85,5.1,0.85,0.85,0.0,0.0,0.0,0.0,0.031,0.8
Youssouf Fofana,France,7.2,0.14,1.0,4.8,1.0,1.0,0.0,0.0,0.0,0.0,0.062,0.7
Marc Guehi,England,6.0,0.14,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.103,1.0
Stefan Lainer,Austria,2.2,0.14,0.55,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trent Sainsbury,Australia,1.35,0.14,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.162,0.9
In-Beom Hwang,South Korea,2.8,0.14,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.044,2.1
Yunus Dimoara Musah,United States,4.8,0.14,0.0,2.8,0.0,0.0,0.7,0.056,0.0,0.0,0.077,2.1
Nouh Mohamed El Abd,Mauritania,1.7,0.14,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cole Palmer,England,5.0,0.14,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.093,2.0
Ellyes Joris Skhiri,Tunisia,6.0,0.14,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.116,2.8
Ramón Sosa Acosta,Paraguay,3.0,0.14,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.353,4.0
Muhammed Badamosi,Gambia,1.7,0.13,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolae Claudiu Stanciu,Romania,4.0,0.13,1.0,5.0,0.0,0.0,1.0,0.007,0.0,0.0,0.305,5.0
Gonzalo Gerardo Higuaín,Argentina,1.35,0.13,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.085,0.5
Blaise Matuidi,France,2.25,0.13,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.092,1.4
Andrei Florin Ratiu,Romania,4.0,0.13,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043,2.0
Paul Brian Rodríguez Bravo,Uruguay,1.0,0.13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giovanni Reyna,United States,4.4,0.13,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.314,4.1
Hidemasa Morita,Japan,2.1,0.13,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.111,2.1
Marco Reus,Germany,1.35,0.13,0.45,2.7,0.0,0.0,0.0,0.0,0.0,0.45,0.019,0.9
Mirlind Daku,Albania,1.0,0.13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097,2.0
Lucas Hernández Pi,France,4.95,0.13,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.9,0.105,1.8
Pierre Kunde Malong,Cameroon,1.4,0.13,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.063,0.7
Ferjani Sassi,Tunisia,2.75,0.13,0.45,3.0,0.45,0.45,0.0,0.0,0.0,0.0,0.061,1.4
Leon Aderemi Balogun,Nigeria,1.35,0.13,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moise Bombito,Canada,6.0,0.13,2.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.02,1.0
Mohammed Muntari,Qatar,2.1,0.13,0.7,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.7
Juan Pablo Vargas Campos,Costa Rica,3.7,0.13,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kendall Jamaal Waston Manley,Costa Rica,2.55,0.13,0.45,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthur Masuaku,Congo DR,5.1,0.13,0.85,5.9,0.85,0.0,3.4,0.096,0.85,0.0,0.348,6.8
Wataru Endo,Japan,2.8,0.13,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.23,2.8
Jules Olivier Ntcham,Cameroon,4.1,0.13,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.85,0.174,3.2
Gildo Lourenço Vilanculos,Mozambique,2.55,0.13,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.121,1.7
Nemanja Matić,Serbia,1.35,0.13,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.5
Kevin Lenini Gonçalves Pereira de Pina,Cape Verde Islands,4.25,0.13,0.85,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.8
Joel Nathaniel Campbell Samuels,Costa Rica,6.0,0.13,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.45,0.148,2.5
Gernot Trauner,Austria,2.0,0.13,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Alberto Cueva Bravo,Peru,3.35,0.13,0.0,1.9,0.45,0.0,0.0,0.0,0.0,0.0,0.217,2.2
Gabriel Iván Mercado,Argentina,1.35,0.13,0.45,0.5,0.0,0.0,0.0,0.0,0.0,0.45,0.039,0.5
Ethan Pinnock,Jamaica,3.0,0.13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,1.0
Djibril Sow,Switzerland,3.9,0.13,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.7,0.078,2.1
Strahinja Pavlović,Serbia,5.1,0.12,0.7,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.033,1.0
Shinji Kagawa,Japan,1.35,0.12,0.45,1.4,0.45,0.45,0.0,0.0,0.0,0.45,0.228,2.7
Ruben Loftus-Cheek,England,1.8,0.12,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.9
Ivan Toney,England,3.0,0.12,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.497,1.0
Ibrahima Konaté,France,3.5,0.12,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.263,1.4
Paul Onuachu,Nigeria,3.4,0.12,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dodi Lukebakio,Belgium,3.0,0.12,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119,2.0
Alejandro Garnacho Ferreyra,Argentina,1.0,0.12,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alan Steven Franco Palma,Ecuador,5.4,0.12,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,1.0
Shogo Taniguchi,Japan,1.4,0.12,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Endrick Felipe Moreira de Sousa,Brazil,4.0,0.12,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zito André Sebastião Luvumbo,Angola,4.25,0.12,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.162,2.5
Amine Harit,Morocco,3.0,0.12,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.059,1.8
Juan Fernando Quintero Paniagua,Colombia,4.8,0.12,0.45,4.6,0.0,0.0,0.9,0.026,0.45,0.9,0.494,4.2
Róbert Boženík,Slovakia,4.0,0.12,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,1.0
Nathan Aké,Netherlands,10.6,0.12,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1.55,0.362,4.5
João Pedro Cavaco Cancelo,Portugal,6.8,0.12,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.442,5.7
Daniel James,Wales,4.3,0.12,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.329,6.2
Saeid Ezatolahi Afagh,Iran,3.0,0.12,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.097,1.4
Kingsley Coman,France,6.3,0.12,0.0,3.6,0.7,0.0,0.0,0.0,0.0,0.0,0.183,2.9
Bright Osayi-Samuel,Nigeria,4.25,0.12,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.158,3.4
Benjamin Pavard,France,5.05,0.12,0.45,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.051,2.0
Nicola Zalewski,Poland,4.4,0.12,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,1.0
Ismail Jakobs,Senegal,6.2,0.12,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.7,0.329,6.9
Nouhou Tolo,Cameroon,4.65,0.12,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Domingos João Macandza,Mozambique,1.7,0.12,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.85,0.076,0.8
Jamie Vardy,England,1.8,0.12,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.207,0.5
Saša Lukić,Serbia,5.1,0.12,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cristian Jesús Martínez,Panama,4.0,0.12,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.159,3.0
Victor Moses,Nigeria,1.35,0.11,0.45,3.2,0.45,0.45,0.0,0.0,0.0,0.45,0.079,1.4
Giacomo Raspadori,Italy,2.55,0.11,0.0,1.6,0.0,0.0,1.0,0.066,0.0,0.0,0.383,4.0
William Saliba,France,6.7,0.11,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1.7
Geny Cipriano Catamo,Mozambique,1.7,0.11,0.85,3.4,0.85,0.85,0.85,0.053,0.0,0.85,0.052,0.8
Jordi Alba Ramos,Spain,7.9,0.11,0.0,3.4,0.0,0.0,0.0,0.0,0.0,1.95,1.166,10.9
Semih Kılıçsoy,Turkey,1.0,0.11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ko Itakura,Japan,2.1,0.11,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.7,0.019,0.7
Oghenekaro Etebo,Nigeria,1.35,0.11,0.0,3.2,0.0,0.0,0.45,0.021,0.0,0.0,0.118,2.2
Dylan Daniel Mahmoud Bronn,Tunisia,2.3,0.11,0.45,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.5
Corentin Tolisso,France,3.9,0.11,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.45,0.016,1.4
Andrei Burcă Andonie,Romania,4.0,0.11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
