fighter,date,event,opponent,result,method,round,decision_type,weightclass,score_margin,division_code
Priscila Cachoeira,2025-08-09,UFC Fight Night: Dolidze vs. Hernandez,Joselyne Edwards,L,KO/TKO,1,,,,wbw
Gabriella Fernandes,2025-08-09,,Julija Stoliarenko,W,Decision - Unanimous,3,Decision,,,wflw
Steve Erceg,2025-08-09,UFC Fight Night: Dolidze vs. Hernandez,Ode Osbourne,W,Decision - Unanimous,3,Unanimous,,,flw
Ode Osbourne,2025-08-09,UFC Fight Night: Dolidze vs. Hernandez,Steve Erceg,L,Decision - Unanimous,3,Unanimous,,,flw
Iasmin Lucindo,2025-08-09,UFC Fight Night: Dolidze vs. Hernandez,Angela Hill,W,DEC,3,Unanimous,,,wsw
Angela Hill,2025-08-09,UFC Fight Night: Dolidze vs. Hernandez,Iasmin Lucindo,L,DEC,3,Unanimous,,,wsw
Anthony Hernandez,2025-08-09,UFC Fight Night: Dolidze vs. Hernandez,Roman Dolidze,W,Submission,4,,Middleweight Bout,,mw
Cody Brundage,2025-08-09,UFC Fight Night: Dolidze vs. Hernandez,Eric McConico,L,Decision - Split,3,Split,Light Heavyweight Bout,,mw
Christian Leroy Duncan,2025-08-09,UFC Fight Night: Dolidze vs. Hernandez,Eryk Anders,W,KO/TKO,1,,Middleweight Bout,,mw
Roman Dolidze,2025-08-09,UFC Fight Night: Dolidze vs. Hernandez,Anthony Hernandez,L,Submission,4,,Middleweight Bout,,mw
Uros Medic,2025-08-09,UFC Fight Night: Dolidze vs. Hernandez,Gilbert Urbina,W,KO/TKO,1,,Welterweight Bout,,ww
Geoff Neal,2025-08-16,UFC 319: Du Plessis vs. Chimaev,Carlos Prates,L,KO/TKO,1,,Welterweight Bout,,ww
Jéssica Andrade,2025-08-16,UFC 319: Du Plessis vs. Chimaev,Loopy Godinez,L,DEC,3,Unanimous,,,wsw
Karine Silva,2025-08-16,,Dione Barbosa,W,Decision - Unanimous,3,Decision,,,wflw
Tim Elliott,2025-08-16,UFC 319: Du Plessis vs. Chimaev,Kai Asakura,W,Submission,2,,,,flw
Michal Oleksiejczuk,2025-08-16,UFC 319: Du Plessis vs. Chimaev,Gerald Meerschaert,W,KO/TKO,1,,Middleweight Bout,,mw
Carlos Prates,2025-08-16,UFC 319: Du Plessis vs. Chimaev,Geoff Neal,W,KO/TKO,1,,Welterweight Bout,,ww
Dricus Du Plessis,2025-08-16,UFC 319: Du Plessis vs. Chimaev,Khamzat Chimaev,L,Decision - Unanimous,5,Unanimous,UFC Middleweight Title Bout,,mw
Jared Cannonier,2025-08-16,UFC 319: Du Plessis vs. Chimaev,Michael Page,L,Decision - Unanimous,3,Unanimous,Middleweight Bout,,ww
Kai Asakura,2025-08-16,UFC 319: Du Plessis vs. Chimaev,Tim Elliott,L,Submission,2,,,,flw
Loopy Godinez,2025-08-16,UFC 319: Du Plessis vs. Chimaev,Jessica Andrade,W,DEC,3,Unanimous,,,wsw
Gerald Meerschaert,2025-08-16,UFC 319: Du Plessis vs. Chimaev,Michal Oleksiejczuk,L,KO/TKO,1,,Middleweight Bout,,mw
Khamzat Chimaev,2025-08-16,UFC 319: Du Plessis vs. Chimaev,Dricus Du Plessis,W,Decision - Unanimous,5,Unanimous,UFC Middleweight Title Bout,,mw
Aaron Pico,2025-08-16,,Lerone Murphy,L,KO/TKO,1,,,,fw
Lerone Murphy,2025-08-16,,Aaron Pico,W,KO/TKO,1,,,,fw
Michael Page,2025-08-16,UFC 319: Du Plessis vs. Chimaev,Jared Cannonier,W,Decision - Unanimous,3,Unanimous,Middleweight Bout,,ww
Bruna Brasil,2025-08-22,UFC - Road to UFC 4.6,Shi Ming,W,DEC,3,Unanimous,,,wsw
Waldo Cortes Acosta,2025-08-23,UFC Fight Night: Walker vs. Zhang,Sergei Pavlovich,L,Decision - Unanimous,3,Unanimous,Heavyweight Bout,,hw
Lone’er Kavanagh,2025-08-23,UFC Fight Night: Walker vs. Zhang,Charles Johnson,L,KO/TKO,2,,,,flw
Sergei Pavlovich,2025-08-23,UFC Fight Night: Walker vs. Zhang,Waldo Cortes Acosta,W,Decision - Unanimous,3,Unanimous,Heavyweight Bout,,hw
Brian Ortega,2025-08-23,,Aljamain Sterling,L,Decision - Unanimous,5,Unanimous,,,fw
Zhang Mingyang,2025-08-23,,Johnny Walker,L,KO/TKO,2,,,,lhw
Johnny Walker,2025-08-23,,Zhang Mingyang,W,KO/TKO,2,,,,lhw
Sumudaerji,2025-08-23,UFC Fight Night: Walker vs. Zhang,Kevin Borjas,W,Decision - Unanimous,3,Unanimous,,,flw
Charles Johnson,2025-08-23,UFC Fight Night: Walker vs. Zhang,Lone’er Kavanagh,W,KO/TKO,2,,,,flw
Aljamain Sterling,2025-08-23,,Brian Ortega,W,Decision - Unanimous,5,Unanimous,,,fw
Michel Pereira,2025-08-23,UFC Fight Night: Walker vs. Zhang,Kyle Daukaus,L,KO/TKO,1,,Middleweight Bout,,mw
Kyle Daukaus,2025-08-23,UFC Fight Night: Walker vs. Zhang,Michel Pereira,W,KO/TKO,1,,Middleweight Bout,,mw
Kevin Borjas,2025-08-23,UFC Fight Night: Walker vs. Zhang,Sumudaerji,L,Decision - Unanimous,3,Unanimous,,,flw
Modestas Bukauskas,2025-09-06,,Paul Craig,W,KO/TKO,1,,,,lhw
Caio Borralho,2025-09-06,UFC Fight Night: Imavov vs. Borralho,Nassourdine Imavov,L,Decision - Unanimous,5,Unanimous,Middleweight Bout,,mw
Oumar Sy,2025-09-06,,Brendson Ribeiro,W,KO/TKO,1,,,,lhw
Brendson Ribeiro,2025-09-06,,Oumar Sy,L,KO/TKO,1,,,,lhw
Rhys McKee,2025-09-06,UFC Fight Night: Imavov vs. Borralho,Axel Sola,L,KO/TKO,3,,Welterweight Bout,,mw
Sam Patterson,2025-09-06,UFC Fight Night: Imavov vs. Borralho,Trey Waters,W,KO/TKO,1,,Welterweight Bout,,ww
Brad Tavares,2025-09-06,UFC Fight Night: Imavov vs. Borralho,Robert Bryczek,L,KO/TKO,3,,Middleweight Bout,,mw
Paul Craig,2025-09-06,UFC Fight Night: Imavov vs. Borralho,Modestas Bukauskas,L,KO/TKO,1,,Light Heavyweight Bout,,mw
Nassourdine Imavov,2025-09-06,UFC Fight Night: Imavov vs. Borralho,Caio Borralho,W,Decision - Unanimous,5,Unanimous,Middleweight Bout,,mw
Mauricio Ruffy,2025-09-06,UFC Fight Night: Imavov vs. Borralho,Benoît Saint Denis,L,Submission,2,,,,lw
Benoît Saint Denis,2025-09-06,UFC Fight Night: Imavov vs. Borralho,Mauricio Ruffy,W,Submission,2,,,,lw
Marcin Tybura,2025-09-06,UFC Fight Night: Imavov vs. Borralho,Ante Delija,L,KO/TKO,1,,Heavyweight Bout,,hw
Ante Delija,2025-09-06,UFC Fight Night: Imavov vs. Borralho,Marcin Tybura,W,KO/TKO,1,,Heavyweight Bout,,hw
Montse Rendon,2025-09-13,UFC Fight Night: Lopes vs. Silva,Alice Pereira,W,DEC,3,Split,,,wbw
Alessandro Costa,2025-09-13,UFC Fight Night: Lopes vs. Silva,Alden Coria,L,KO/TKO,3,,,,flw
Kelvin Gastelum,2025-09-13,UFC Fight Night: Lopes vs. Silva,Dustin Stoltzfus,W,Decision - Unanimous,3,Unanimous,Middleweight Bout,,ww
Jean Silva,2025-09-13,,Diego Lopes,L,KO/TKO,2,,,,fw
David Martinez,2025-09-13,UFC Fight Night: Lopes vs. Silva,Rob Font,W,Decision,3,Unanimous,,,bw
Diego Lopes,2025-09-13,,Jean Silva,W,KO/TKO,2,,,,fw
Dusko Todorovic,2025-09-13,UFC Fight Night: Lopes vs. Silva,Jose Daniel Medina,W,Submission,1,,Middleweight Bout,,mw
Tatiana Suarez,2025-09-13,UFC Fight Night: Lopes vs. Silva,Amanda Lemos,W,DEC,3,Unanimous,,,wsw
Rob Font,2025-09-13,UFC Fight Night: Lopes vs. Silva,David Martinez,L,Decision,3,Unanimous,,,bw
Amanda Lemos,2025-09-13,UFC Fight Night: Lopes vs. Silva,Tatiana Suarez,L,DEC,3,Unanimous,,,wsw
Jesus Aguilar,2025-09-13,UFC Fight Night: Lopes vs. Silva,Luis Gurule,W,Decision - Unanimous,3,Unanimous,,,flw
Loma Lookboonmee,2025-09-27,UFC Fight Night: Ulberg vs. Reyes,Alexia Thainara,L,DEC,3,Unanimous,,,wsw
Michelle Montague,2025-09-27,UFC Fight Night: Ulberg vs. Reyes,Luana Carolina,W,DEC,3,Unanimous,,,wbw
Alexia Thainara,2025-09-27,UFC Fight Night: Ulberg vs. Reyes,Loma Lookboonmee,W,DEC,3,Unanimous,,,wsw
Jake Matthews,2025-09-27,UFC Fight Night: Ulberg vs. Reyes,Neil Magny,L,Submission,3,,Welterweight Bout,,ww
Luana Carolina,2025-09-27,UFC Fight Night: Ulberg vs. Reyes,Michelle Montague,L,DEC,3,Unanimous,,,wbw
Brando Peričić,2025-09-27,UFC Fight Night: Ulberg vs. Reyes,Elisha Ellison,W,KO/TKO,1,,Heavyweight Bout,,hw
Dominick Reyes,2025-09-27,UFC Fight Night: Ulberg vs. Reyes,Carlos Ulberg,L,KO/TKO,1,,Light Heavyweight Bout,,mw
Neil Magny,2025-09-27,UFC Fight Night: Ulberg vs. Reyes,Jake Matthews,W,Submission,3,,Welterweight Bout,,ww
Jimmy Crute,2025-09-27,,Ivan Erslan,W,Submission,1,,,,lhw
Tom Nolan,2025-09-27,UFC Fight Night: Ulberg vs. Reyes,Charlie Campbell,W,Submission,1,,,,lw
Carlos Ulberg,2025-09-27,,Dominick Reyes,W,KO/TKO,1,,,,lhw
Edmen Shahbazyan,2025-10-04,UFC 320: Ankalaev vs. Pereira 2,Andre Muniz,W,KO/TKO,1,,Middleweight Bout,,mw
Patchy Mix,2025-10-04,UFC 320: Ankalaev vs. Pereira 2,Jakub Wiklacz,L,Decision,3,Split,,,bw
Cory Sandhagen,2025-10-04,UFC 320: Ankalaev vs. Pereira 2,Merab Dvalishvili,L,Decision,5,Unanimous,,,bw
Joe Pyfer,2025-10-04,UFC 320: Ankalaev vs. Pereira 2,Abus Magomedov,W,Submission,2,,Middleweight Bout,,mw
Punahele Soriano,2025-10-04,UFC 320: Ankalaev vs. Pereira 2,Nikolay Veretennikov,W,Decision - Unanimous,3,Unanimous,Welterweight Bout,,ww
Josh Emmett,2025-10-04,,Youssef Zalal,L,Submission,1,,,,fw
Chris Gutierrez,2025-10-04,UFC 320: Ankalaev vs. Pereira 2,Farid Basharat,L,Decision,3,Unanimous,,,bw
Jiří Procházka,2025-10-04,,Khalil Rountree Jr.,W,KO/TKO,3,,,,lhw
Abus Magomedov,2025-10-04,UFC 320: Ankalaev vs. Pereira 2,Joe Pyfer,L,Submission,2,,Middleweight Bout,,mw
Youssef Zalal,2025-10-04,,Josh Emmett,W,Submission,1,,,,fw
Alex Pereira,2025-10-04,UFC 320: Ankalaev vs. Pereira 2,Magomed Ankalaev,W,KO/TKO,1,,UFC Light Heavyweight Title Bout,,mw
Merab Dvalishvili,2025-10-04,UFC 320: Ankalaev vs. Pereira 2,Cory Sandhagen,W,Decision,5,Unanimous,,,bw
Magomed Ankalaev,2025-10-04,,Alex Pereira,L,KO/TKO,1,,,,lhw
Macy Chiasson,2025-10-04,UFC 320: Ankalaev vs. Pereira 2,Yana Santos,L,DEC,3,Unanimous,,,wbw
Yana Santos,2025-10-04,UFC 320: Ankalaev vs. Pereira 2,Macy Chiasson,W,DEC,3,Unanimous,,,wbw
Khalil Rountree Jr.,2025-10-04,,Jiri Prochazka,L,KO/TKO,3,,,,lhw
Andre Muniz,2025-10-04,UFC 320: Ankalaev vs. Pereira 2,Edmen Shahbazyan,L,KO/TKO,1,,Middleweight Bout,,mw
Bia Mesquita,2025-10-11,UFC Fight Night: Oliveira vs. Gamrot,Irina Alekseeva,W,SUB,2,,,,wbw
Montel Jackson,2025-10-11,UFC Fight Night: Oliveira vs. Gamrot,Deiveson Figueiredo,L,Decision,3,Split,,,bw
Karolina Kowalkiewicz,2025-10-11,UFC Fight Night: Oliveira vs. Gamrot,Julia Polastri,L,KO/TKO,3,,,,wsw
Charles Oliveira,2025-10-11,UFC Fight Night: Oliveira vs. Gamrot,Mateusz Gamrot,W,Submission,2,,Lightweight Bout,,ww
Deiveson Figueiredo,2025-10-11,UFC Fight Night: Oliveira vs. Gamrot,Montel Jackson,W,Decision - Split,3,Split,,,flw
Vicente Luque,2025-10-11,UFC Fight Night: Oliveira vs. Gamrot,Joel Alvarez,L,Decision - Unanimous,3,Unanimous,Welterweight Bout,,ww
Mateusz Gamrot,2025-10-11,UFC Fight Night: Oliveira vs. Gamrot,Charles Oliveira,L,Submission,2,,,,lw
Saimon Oliveira,2025-10-11,UFC Fight Night: Oliveira vs. Gamrot,Luan Lacerda,L,Submission,2,,,,bw
Irina Alekseeva,2025-10-11,UFC Fight Night: Oliveira vs. Gamrot,Bia Mesquita,L,SUB,2,,,,wbw
Julia Polastri,2025-10-11,UFC Fight Night: Oliveira vs. Gamrot,Karolina Kowalkiewicz,W,KO/TKO,3,,,,wsw
Clayton Carpenter,2025-10-11,UFC Fight Night: Oliveira vs. Gamrot,Jafel Filho,L,Submission,1,,,,flw
Joel Alvarez,2025-10-11,UFC Fight Night: Oliveira vs. Gamrot,Vicente Luque,W,Decision - Unanimous,3,Unanimous,Welterweight Bout,,ww
Bruno Silva,2025-10-18,UFC Fight Night: De Ridder vs. Allen,HyunSung Park,W,Submission,3,,Flyweight Bout,,mw
Brendan Allen,2025-10-18,UFC Fight Night: De Ridder vs. Allen,Reinier de Ridder,W,KO/TKO,4,,Middleweight Bout,,mw
Reinier de Ridder,2025-10-18,UFC Fight Night: De Ridder vs. Allen,Brendan Allen,L,KO/TKO,4,,Middleweight Bout,,mw
Kevin Holland,2025-10-18,UFC Fight Night: De Ridder vs. Allen,Mike Malott,L,Decision - Unanimous,3,Unanimous,Welterweight Bout,,ww
HyunSung Park,2025-10-18,UFC Fight Night: De Ridder vs. Allen,Bruno Silva,L,Submission,3,,,,flw
Aiemann Zahabi,2025-10-18,UFC Fight Night: De Ridder vs. Allen,Marlon Vera,W,Decision,3,Split,,,bw
Drew Dober,2025-10-18,UFC Fight Night: De Ridder vs. Allen,Kyle Prepolec,W,KO/TKO,3,,Lightweight Bout,,ww
Marlon Vera,2025-10-18,UFC Fight Night: De Ridder vs. Allen,Aiemann Zahabi,L,Decision,3,Split,,,bw
Aoriqileng,2025-10-18,UFC Fight Night: De Ridder vs. Allen,Cody Gibson,W,KO/TKO,1,,,,bw
Melissa Croden,2025-10-18,UFC Fight Night: De Ridder vs. Allen,Tainara Lisboa,W,KO/TKO,3,,,,wbw
Tainara Lisboa,2025-10-18,UFC Fight Night: De Ridder vs. Allen,Melissa Croden,L,KO/TKO,3,,,,wbw
Jasmine Jasudavicius,2025-10-18,UFC Fight Night: De Ridder vs. Allen,Manon Fiorot,L,KO/TKO,1,,,,wsw
Manon Fiorot,2025-10-18,,Jasmine Jasudavicius,W,KO/TKO,1,,,,wflw
Mike Malott,2025-10-18,UFC Fight Night: De Ridder vs. Allen,Kevin Holland,W,Decision - Unanimous,3,Unanimous,Welterweight Bout,,ww
Virna Jandiroba,2025-10-25,UFC 321: Aspinall vs. Gane,Mackenzie Dern,L,DEC,5,Unanimous,,,wsw
Jaqueline Amorim,2025-10-25,UFC 321: Aspinall vs. Gane,Mizuki,L,DEC,3,Unanimous,,,wsw
Azat Maksum,2025-10-25,UFC 321: Aspinall vs. Gane,Mitch Raposo,L,Decision - Unanimous,3,Unanimous,,,flw
Quillan Salkilld,2025-10-25,UFC 321: Aspinall vs. Gane,Nasrat Haqparast,W,KO/TKO,1,,,,lw
JunYong Park,2025-10-25,UFC 321: Aspinall vs. Gane,Ikram Aliskerov,L,Decision - Unanimous,3,Unanimous,Middleweight Bout,,mw
Azamat Murzakanov,2025-10-25,,Aleksandar Rakic,W,KO/TKO,1,,,,lhw
Mizuki,2025-10-25,UFC 321: Aspinall vs. Gane,Jaqueline Amorim,W,DEC,3,Unanimous,,,wsw
Mario Bautista,2025-10-25,UFC 321: Aspinall vs. Gane,Umar Nurmagomedov,L,Decision,3,Unanimous,,,bw
Umar Nurmagomedov,2025-10-25,UFC 321: Aspinall vs. Gane,Mario Bautista,W,Decision,3,Unanimous,,,bw
Alexander Volkov,2025-10-25,UFC 321: Aspinall vs. Gane,Jailton Almeida,W,Decision - Split,3,Split,Heavyweight Bout,,hw
Mackenzie Dern,2025-10-25,UFC 321: Aspinall vs. Gane,Virna Jandiroba,W,DEC,5,Unanimous,,,wsw
Valter Walker,2025-10-25,UFC 321: Aspinall vs. Gane,Louie Sutherland,W,Submission,1,,Heavyweight Bout,,hw
Ciryl Gane,2025-10-25,UFC 321: Aspinall vs. Gane,Tom Aspinall,NC,Could Not Continue,1,,UFC Heavyweight Title Bout,,hw
Aleksandar Rakić,2025-10-25,,Azamat Murzakanov,L,KO/TKO,1,,,,lhw
Ikram Aliskerov,2025-10-25,UFC 321: Aspinall vs. Gane,JunYong Park,W,Decision - Unanimous,3,Unanimous,Middleweight Bout,,mw
Tom Aspinall,2025-10-25,UFC 321: Aspinall vs. Gane,Ciryl Gane,NC,Could Not Continue,1,,UFC Heavyweight Title Bout,,hw
Norma Dumont,2025-11-01,UFC Fight Night: Garcia vs. Onama,Ketlen Vieira,W,DEC,3,Split,,,wbw
Waldo Cortes Acosta,2025-11-01,UFC Fight Night: Garcia vs. Onama,Ante Delija,W,KO/TKO,1,,Heavyweight Bout,,hw
Charles Radtke,2025-11-01,UFC Fight Night: Garcia vs. Onama,Daniel Frunza,W,Submission,3,,Welterweight Bout,,ww
David Onama,2025-11-01,,Steve Garcia,L,KO/TKO,1,,,,fw
Steve Garcia,2025-11-01,,David Onama,W,KO/TKO,1,,,,fw
Ante Delija,2025-11-01,UFC Fight Night: Garcia vs. Onama,Waldo Cortes Acosta,L,KO/TKO,1,,Heavyweight Bout,,hw
Allan Nascimento,2025-11-01,UFC Fight Night: Garcia vs. Onama,Cody Durden,W,Submission,2,,,,flw
Billy Elekana,2025-11-01,,Kevin Christian,W,Submission,1,,,,lhw
Cody Durden,2025-11-01,UFC Fight Night: Garcia vs. Onama,Allan Nascimento,L,Submission,2,,,,flw
Ketlen Vieira,2025-11-01,UFC Fight Night: Garcia vs. Onama,Norma Dumont,L,DEC,3,Split,,,wbw
Marco Tulio,2025-11-08,UFC Fight Night: Bonfim vs. Brown,Christian Leroy Duncan,L,KO/TKO,2,,Middleweight Bout,,mw
Ricky Simon,2025-11-08,UFC Fight Night: Bonfim vs. Brown,Raoni Barcelos,L,Decision,3,Unanimous,,,bw
Josh Hokit,2025-11-08,UFC Fight Night: Bonfim vs. Brown,Max Gimenis,W,KO/TKO,1,,Heavyweight Bout,,hw
Muslim Salikhov,2025-11-08,UFC Fight Night: Bonfim vs. Brown,Uros Medic,L,KO/TKO,1,,Welterweight Bout,,ww
Denise Gomes,2025-11-08,UFC Fight Night: Bonfim vs. Brown,Tecia Pennington,W,DEC,3,Unanimous,,,wsw
Tecia Pennington,2025-11-08,UFC Fight Night: Bonfim vs. Brown,Denise Gomes,L,DEC,3,Unanimous,,,wsw
Raoni Barcelos,2025-11-08,UFC Fight Night: Bonfim vs. Brown,Ricky Simon,W,Decision,3,Unanimous,,,bw
Jacqueline Cavalcanti,2025-11-08,UFC Fight Night: Bonfim vs. Brown,Mayra Bueno Silva,W,DEC,3,Unanimous,,,wbw
Matt Schnell,2025-11-08,UFC Fight Night: Bonfim vs. Brown,Joseph Morales,L,Submission,1,,,,flw
Randy Brown,2025-11-08,UFC Fight Night: Bonfim vs. Brown,Gabriel Bonfim,L,KO/TKO,2,,Welterweight Bout,,ww
Uros Medic,2025-11-08,UFC Fight Night: Bonfim vs. Brown,Muslim Salikhov,W,KO/TKO,1,,Welterweight Bout,,ww
Mayra Bueno Silva,2025-11-08,UFC Fight Night: Bonfim vs. Brown,Jacqueline Cavalcanti,L,DEC,3,Unanimous,,,wbw
Christian Leroy Duncan,2025-11-08,UFC Fight Night: Bonfim vs. Brown,Marco Tulio,W,KO/TKO,2,,Middleweight Bout,,mw
Gabriel Bonfim,2025-11-08,UFC Fight Night: Bonfim vs. Brown,Randy Brown,W,KO/TKO,2,,Welterweight Bout,,ww
Erin Blanchfield,2025-11-15,,Tracy Cortez,W,Submission,2,,,,wflw
Sean Brady,2025-11-15,UFC 322: Della Maddalena vs. Makhachev,Michael Morales,L,KO/TKO,1,,Welterweight Bout,,ww
Gerald Meerschaert,2025-11-15,UFC 322: Della Maddalena vs. Makhachev,Kyle Daukaus,L,Submission,1,,Middleweight Bout,,mw
Fatima Kline,2025-11-15,UFC 322: Della Maddalena vs. Makhachev,Angela Hill,W,DEC,3,Unanimous,,,wsw
Rodolfo Vieira,2025-11-15,UFC 322: Della Maddalena vs. Makhachev,Bo Nickal,L,KO/TKO,3,,Middleweight Bout,,mw
Tracy Cortez,2025-11-15,,Erin Blanchfield,L,Submission,2,,,,wflw
Angela Hill,2025-11-15,UFC 322: Della Maddalena vs. Makhachev,Fatima Kline,L,DEC,3,Unanimous,,,wsw
Valentina Shevchenko,2025-11-15,,Zhang Weili,W,Decision - Unanimous,5,Decision,,,wflw
Gregory Rodrigues,2025-11-15,UFC 322: Della Maddalena vs. Makhachev,Roman Kopylov,W,Decision - Unanimous,3,Unanimous,Middleweight Bout,,mw
Zhang Weili,2025-11-15,UFC 322: Della Maddalena vs. Makhachev,Valentina Shevchenko,L,DEC,5,Unanimous,,,wsw
Bo Nickal,2025-11-15,UFC 322: Della Maddalena vs. Makhachev,Rodolfo Vieira,W,KO/TKO,3,,Middleweight Bout,,mw
Beneil Dariush,2025-11-15,UFC 322: Della Maddalena vs. Makhachev,Benoît Saint Denis,L,KO/TKO,1,,,,lw
Benoît Saint Denis,2025-11-15,UFC 322: Della Maddalena vs. Makhachev,Beneil Dariush,W,KO/TKO,1,,,,lw
Leon Edwards,2025-11-15,UFC 322: Della Maddalena vs. Makhachev,Carlos Prates,L,KO/TKO,2,,Welterweight Bout,,ww
Kyle Daukaus,2025-11-15,UFC 322: Della Maddalena vs. Makhachev,Gerald Meerschaert,W,Submission,1,,Middleweight Bout,,mw
Michael Morales,2025-11-15,UFC 322: Della Maddalena vs. Makhachev,Sean Brady,W,KO/TKO,1,,Welterweight Bout,,ww
Jack Della Maddalena,2025-11-15,UFC 322: Della Maddalena vs. Makhachev,Islam Makhachev,L,Decision - Unanimous,5,Unanimous,UFC Welterweight Title Bout,,ww
Islam Makhachev,2025-11-15,UFC 322: Della Maddalena vs. Makhachev,Jack Della Maddalena,W,Decision - Unanimous,5,Unanimous,UFC Welterweight Title Bout,,ww
Roman Kopylov,2025-11-15,UFC 322: Della Maddalena vs. Makhachev,Gregory Rodrigues,L,Decision - Unanimous,3,Unanimous,Middleweight Bout,,mw
Carlos Prates,2025-11-15,UFC 322: Della Maddalena vs. Makhachev,Leon Edwards,W,KO/TKO,2,,Welterweight Bout,,ww
Nicolas Dalby,2025-11-22,UFC Fight Night: Tsarukyan vs. Hooker,Saygid Izagakhmaev,W,Decision - Split,3,Split,Welterweight Bout,,ww
Ian Machado Garry,2025-11-22,UFC Fight Night: Tsarukyan vs. Hooker,Belal Muhammad,W,Decision - Unanimous,3,Unanimous,Welterweight Bout,,ww
Belal Muhammad,2025-11-22,UFC Fight Night: Tsarukyan vs. Hooker,Ian Machado Garry,L,Decision - Unanimous,3,Unanimous,Welterweight Bout,,ww
Alonzo Menifield,2025-11-22,,Volkan Oezdemir,L,KO/TKO,1,,,,lhw
Bekzat Almakhan,2025-11-22,UFC Fight Night: Tsarukyan vs. Hooker,Aleksandre Topuria,L,Decision,3,Unanimous,,,bw
Jack Hermansson,2025-11-22,UFC Fight Night: Tsarukyan vs. Hooker,Myktybek Orolbai,L,KO/TKO,1,,Welterweight Bout,,mw
Tagir Ulanbekov,2025-11-22,UFC Fight Night: Tsarukyan vs. Hooker,Kyoji Horiguchi,L,Submission,3,,,,flw
Kyoji Horiguchi,2025-11-22,UFC Fight Night: Tsarukyan vs. Hooker,Tagir Ulanbekov,W,Submission,3,,,,flw
Dan Hooker,2025-11-22,UFC Fight Night: Tsarukyan vs. Hooker,Arman Tsarukyan,L,Submission,2,,Lightweight Bout,,ww
Volkan Oezdemir,2025-11-22,,Alonzo Menifield,W,KO/TKO,1,,,,lhw
Asu Almabayev,2025-11-22,UFC Fight Night: Tsarukyan vs. Hooker,Alex Perez,W,Submission,3,,,,flw
Waldo Cortes Acosta,2025-11-22,UFC Fight Night: Tsarukyan vs. Hooker,Shamil Gaziev,W,KO/TKO,1,,Heavyweight Bout,,hw
Alex Perez,2025-11-22,UFC Fight Night: Tsarukyan vs. Hooker,Asu Almabayev,L,Submission,3,,,,flw
Ismail Naurdiev,2025-11-22,UFC Fight Night: Tsarukyan vs. Hooker,Ryan Loder,W,KO/TKO,1,,Middleweight Bout,,ww
Myktybek Orolbai,2025-11-22,UFC Fight Night: Tsarukyan vs. Hooker,Jack Hermansson,W,KO/TKO,1,,Welterweight Bout,,ww
Arman Tsarukyan,2025-11-22,UFC Fight Night: Tsarukyan vs. Hooker,Dan Hooker,W,Submission,2,,Lightweight Bout,,ww
Manuel Torres,2025-12-06,UFC 323: Dvalishvili vs. Yan 2,Grant Dawson,W,KO/TKO,1,,,,lw
Tatsuro Taira,2025-12-06,UFC 323: Dvalishvili vs. Yan 2,Brandon Moreno,W,KO/TKO,2,,,,flw
Joshua Van,2025-12-06,UFC 323: Dvalishvili vs. Yan 2,Alexandre Pantoja,W,KO/TKO,1,,,,flw
Jan Błachowicz,2025-12-06,,Bogdan Guskov,D,Decision,3,Majority,,,lhw
Bogdan Guskov,2025-12-06,,Jan Blachowicz,D,Decision,3,Majority,,,lhw
Petr Yan,2025-12-06,UFC 323: Dvalishvili vs. Yan 2,Merab Dvalishvili,W,Decision,5,Unanimous,,,bw
Henry Cejudo,2025-12-06,UFC 323: Dvalishvili vs. Yan 2,Payton Talbott,L,Decision,3,Unanimous,,,bw
Brunno Ferreira,2025-12-06,UFC 323: Dvalishvili vs. Yan 2,Marvin Vettori,W,Decision - Unanimous,3,Unanimous,Middleweight Bout,,mw
Alexandre Pantoja,2025-12-06,UFC 323: Dvalishvili vs. Yan 2,Joshua Van,L,KO/TKO,1,,,,flw
Brandon Moreno,2025-12-06,UFC 323: Dvalishvili vs. Yan 2,Tatsuro Taira,L,KO/TKO,2,,,,flw
Jalin Turner,2025-12-06,UFC 323: Dvalishvili vs. Yan 2,Edson Barboza,W,KO/TKO,1,,Lightweight Bout,,ww
Marvin Vettori,2025-12-06,UFC 323: Dvalishvili vs. Yan 2,Brunno Ferreira,L,Decision - Unanimous,3,Unanimous,Middleweight Bout,,mw
Merab Dvalishvili,2025-12-06,UFC 323: Dvalishvili vs. Yan 2,Petr Yan,L,Decision,5,Unanimous,,,bw
Karine Silva,2025-12-06,,Maycee Barber,L,Decision - Unanimous,3,Decision,,,wflw
Maycee Barber,2025-12-06,,Karine Silva,W,Decision - Unanimous,3,Decision,,,wflw
Jan Blachowicz,2025-12-06,UFC 323: Dvalishvili vs. Yan 2,Bogdan Guskov,D,Decision - Majority,3,Majority,Light Heavyweight Bout,,mw
Payton Talbott,2025-12-06,UFC 323: Dvalishvili vs. Yan 2,Henry Cejudo,W,Decision,3,Unanimous,,,bw
Neil Magny,2025-12-13,UFC Fight Night: Royval vs. Kape,Yaroslav Amosov,L,Submission,1,,Welterweight Bout,,ww
Melissa Croden,2025-12-13,UFC Fight Night: Royval vs. Kape,Luana Santos,L,DEC,3,Unanimous,,,wbw
Melquizael Costa,2025-12-13,,Morgan Charriere,W,KO/TKO,1,,,,fw
